market,product,mushy,servings_sold,city_population,price_per_serving,price_instrument
C04Q2,F3B14,0,7881549.461348221,1585577,0.15673333,0.12068223
C04Q2,F4B02,0,3339368.00663193,1585577,0.14997881,0.10550264
C04Q2,F4B10,0,2504021.44662495,1585577,0.10543473,0.070956677
C04Q2,F4B12,0,2719972.8481016704,1585577,0.10973614,0.075833981
C04Q2,F6B18,0,4651136.804204101,1585577,0.11852576,0.08536579
C05Q1,F1B04,1,32497.747599492002,222103,0.10356386,0.07141345
C05Q1,F1B06,1,698207.6305316701,222103,0.10376182,0.076228732
C05Q1,F1B07,1,31735.980506916,222103,0.13983321,0.11159853
C05Q1,F1B09,0,431618.15256084007,222103,0.068478045,0.028162119
C05Q1,F1B11,0,616878.50702814,222103,0.18041052,0.14080881
C05Q1,F1B13,0,226370.2871493,222103,0.14900863,0.11195188
C05Q1,F1B17,1,837125.2412271,222103,0.1102122,0.057237927
C05Q1,F1B30,0,113628.69548131501,222103,0.11520627,0.084738858
C05Q1,F1B45,0,213819.56422659,222103,0.13932531,0.10182066
C05Q1,F2B05,0,451328.01254478004,222103,0.12951589,0.08648948
C05Q1,F2B08,0,1370592.7422812101,222103,0.097605893,0.066422778
C05Q1,F2B15,1,20664.225691893,222103,0.10533156,0.068666113
C05Q1,F2B16,1,264487.74615522,222103,0.13751357,0.10992523
C05Q1,F2B19,0,310996.8606213,222103,0.12788534,0.094613106
C05Q1,F2B26,0,264208.95580653,222103,0.10956318,0.073517691
C05Q1,F2B28,1,188071.987216617,222103,0.19033102,0.15699702
C05Q1,F2B40,0,157698.467357193,222103,0.14559383,0.10736307
C05Q1,F2B48,0,195323.7525561,222103,0.097300161,0.067343575
C05Q1,F3B06,1,308158.80405597,222103,0.13449936,0.10613259
C05Q1,F3B14,0,563579.57725335,222103,0.1359011,0.10517109
C05Q1,F4B02,0,267107.67980631,222103,0.13532647,0.11154898
C05Q1,F4B10,0,61722.558072315005,222103,0.11243124,0.075864722
C05Q1,F4B12,0,768666.2691808799,222103,0.085088303,0.053219967
C05Q1,F6B18,0,87491.80744882199,222103,0.14011416,0.10831413
C05Q2,F1B04,1,38803.47076305,222103,0.10117023,0.077524928
C05Q2,F1B06,1,106560.789448365,222103,0.14229614,0.10755204
C05Q2,F1B07,1,41197.965427079995,222103,0.14618083,0.12342939
C05Q2,F1B09,0,636312.85490367,222103,0.05950842,0.022265337
C05Q2,F1B11,0,719255.53227087,222103,0.19321797,0.14735205
C05Q2,F1B13,0,312166.97251929,222103,0.10477249,0.071707909
C05Q2,F1B17,1,359481.8144805299,222103,0.13518763,0.087284737
C05Q2,F1B30,0,72569.56552902,222103,0.11435459,0.081361191
C05Q2,F1B45,0,104353.89408328499,222103,0.15930826,0.12538918
C05Q2,F2B05,0,238605.39948798,222103,0.09214842,0.06228402
C05Q2,F2B08,0,213449.92264575,222103,0.10724481,0.068778324
C05Q2,F2B15,1,29373.180829397996,222103,0.10213197,0.068504154
C05Q2,F2B16,1,265883.05716903,222103,0.13308071,0.096121452
C05Q2,F2B19,0,2816809.7703543,222103,0.090732941,0.045827066
C05Q2,F2B26,0,233234.96227416,222103,0.14027747,0.10436687
C05Q2,F2B28,1,213093.45399384,222103,0.18618497,0.14668919
C05Q2,F2B40,0,116339.154539454,222103,0.13488247,0.099026949
C05Q2,F2B48,0,66623.079531267,222103,0.10181971,0.073806185
C05Q2,F3B06,1,193566.359903364,222103,0.12710415,0.083385723
C05Q2,F3B14,0,599085.17827326,222103,0.13908169,0.10060395
C05Q2,F4B02,0,163531.166434398,222103,0.15639804,0.12322518
C05Q2,F4B10,0,89358.869232486,222103,0.10664288,0.086420097
C05Q2,F4B12,0,108017.745371928,222103,0.14170034,0.11659045
C05Q2,F6B18,0,173053.293071211,222103,0.15130935,0.12483519
C07Q1,F1B04,1,1019665.4023576799,372242,0.074044796,0.039678612
C07Q1,F1B06,1,1232093.48898168,372242,0.11616856,0.083585081
C07Q1,F1B07,1,268142.41110992397,372242,0.12430066,0.10647554
C07Q1,F1B09,0,331818.00814024196,372242,0.11537604,0.088456917
C07Q1,F1B11,0,663926.34940632,372242,0.16166368,0.1218632
C07Q1,F1B13,0,152096.566919544,372242,0.11280127,0.075855201
C07Q1,F1B17,1,2782966.5657027,372242,0.10327086,0.073210742
C07Q1,F1B30,0,479929.64888466,372242,0.10087143,0.077278843
C07Q1,F1B45,0,390929.05464912,372242,0.12975805,0.094064908
C07Q1,F2B05,0,2749448.7383500803,372242,0.098951688,0.0608068
C07Q1,F2B08,0,3110623.8571277997,372242,0.074934933,0.036840368
C07Q1,F2B15,1,31203.415174417198,372242,0.12929387,0.09254901
C07Q1,F2B16,1,606311.2612299599,372242,0.12096178,0.08218266
C07Q1,F2B19,0,190110.79882290598,372242,0.14929807,0.1159904
C07Q1,F2B26,0,136281.914313246,372242,0.14966272,0.11657319
C07Q1,F2B28,1,158700.424392432,372242,0.1916648,0.16093409
C07Q1,F2B40,0,207392.88634623,372242,0.17103268,0.12916208
C07Q1,F2B48,0,206980.258322682,372242,0.13683187,0.11153063
C07Q1,F3B06,1,418607.32073706,372242,0.083023272,0.050700105
C07Q1,F3B14,0,941064.5311750801,372242,0.14456965,0.11320307
C07Q1,F4B02,0,256818.93677668797,372242,0.14225923,0.10254556
C07Q1,F4B10,0,170673.17997295802,372242,0.092872271,0.061416137
C07Q1,F4B12,0,1400805.60541038,372242,0.07448726,0.046305003
C07Q1,F6B18,0,2014259.21162388,372242,0.12925281,0.094097204
C07Q2,F1B04,1,1636973.3548584,372242,0.089413221,0.050088216
C07Q2,F1B06,1,7135386.663834,372242,0.10543879,0.049474181
C07Q2,F1B07,1,1889146.4456942999,372242,0.11213139,0.082480562
C07Q2,F1B09,0,76247.495094186,372242,0.13522911,0.10188637
C07Q2,F1B11,0,1681916.29424442,372242,0.17065811,0.12995492
C07Q2,F1B13,0,1171299.6514135802,372242,0.086609341,0.054471641
C07Q2,F1B17,1,366303.87277614,372242,0.12402048,0.086367566
C07Q2,F1B30,0,1439591.6546715598,372242,0.099100931,0.067115015
C07Q2,F1B45,0,481014.33601572,372242,0.12492567,0.084761804
C07Q2,F2B05,0,996703.4163528001,372242,0.1215635,0.084538296
C07Q2,F2B08,0,608391.35324838,372242,0.11542159,0.086735185
C07Q2,F2B15,1,132020.936821098,372242,0.099350649,0.073401575
C07Q2,F2B16,1,356963.94503172,372242,0.12489828,0.099789645
C07Q2,F2B19,0,143747.32701186,372242,0.12363318,0.093655055
C07Q2,F2B26,0,211350.68613008998,372242,0.13369964,0.094386111
C07Q2,F2B28,1,250893.68800930202,372242,0.20482889,0.1679352
C07Q2,F2B40,0,370646.54100863996,372242,0.11794563,0.086719285
C07Q2,F2B48,0,799227.20764458,372242,0.10277119,0.078039871
C07Q2,F3B06,1,147731.874616872,372242,0.1264892,0.087484007
C07Q2,F3B14,0,1150296.48098352,372242,0.15742411,0.12105411
C07Q2,F4B02,0,665460.63042498,372242,0.15000892,0.11661763
C07Q2,F4B10,0,358942.66066386004,372242,0.13993899,0.10275406
C07Q2,F4B12,0,193259.567471724,372242,0.13020386,0.10373512
C07Q2,F6B18,0,1034444.4110886601,372242,0.12928534,0.10172945
C08Q1,F1B04,1,107345.26990409399,435146,0.1052256,0.079951526
C08Q1,F1B06,1,2332009.9009656003,435146,0.11134918,0.070614708
C08Q1,F1B07,1,225878.25051410397,435146,0.10668833,0.075284551
C08Q1,F1B09,0,346150.693317726,435146,0.090519056,0.065038036
C08Q1,F1B11,0,2991124.7247396605,435146,0.13464303,0.093322031
C08Q1,F1B13,0,252078.73972605,435146,0.12463231,0.094946673
C08Q1,F1B17,1,72682.307576784,435146,0.14409877,0.10559039
C08Q1,F1B30,0,212319.207764874,435146,0.14886003,0.11623451
C08Q1,F1B45,0,395140.26069143997,435146,0.12332219,0.087484087
C08Q1,F2B05,0,311662.04221024195,435146,0.12611783,0.089644562
C08Q1,F2B08,0,705926.7599948999,435146,0.13867717,0.10101917
C08Q1,F2B15,1,201903.743267676,435146,0.086708977,0.049271522
C08Q1,F2B16,1,159995.32981469997,435146,0.14797669,0.11589929
C08Q1,F2B19,0,2225207.39693508,435146,0.11137969,0.062004374
C08Q1,F2B26,0,451549.90763207996,435146,0.152116,0.11219404
C08Q1,F2B28,1,920395.6677612,435146,0.22572767,0.17565986
C08Q1,F2B40,0,157880.966714496,435146,0.16896886,0.13228457
C08Q1,F2B48,0,51629.206089168,435146,0.14808224,0.10689249
C08Q1,F3B06,1,120679.83345115802,435146,0.14734146,0.10429692
C08Q1,F3B14,0,351108.48053237394,435146,0.16781086,0.13177166
C08Q1,F4B02,0,312352.194644892,435146,0.16488585,0.12058001
C08Q1,F4B10,0,262616.726106738,435146,0.07379829,0.036663287
C08Q1,F4B12,0,1367017.83413964,435146,0.086936363,0.048966157
C08Q1,F6B18,0,1947096.3501855002,435146,0.12594937,0.093681523
C08Q2,F1B04,1,93613.88584098002,435146,0.079068254,0.056871574
C08Q2,F1B06,1,1941133.5271416598,435146,0.095938104,0.053184539
C08Q2,F1B07,1,1215213.20091396,435146,0.095108393,0.055656244
C08Q2,F1B09,0,296682.391804338,435146,0.098166985,0.069532408
C08Q2,F1B11,0,17501327.0022582,435146,0.13294507,0.046602268
C08Q2,F1B13,0,312825.96289841406,435146,0.12326934,0.082810232
C08Q2,F1B17,1,149024.250017694,435146,0.14749217,0.12443922
C08Q2,F1B30,0,14036.1461357544,435146,0.13570831,0.11719215
C08Q2,F1B45,0,47753.563010058,435146,0.1605526,0.12252991
C08Q2,F2B05,0,28272.077547379202,435146,0.14607886,0.11834981
C08Q2,F2B08,0,390677.79320625594,435146,0.10833341,0.070650732
C08Q2,F2B15,1,18175.3963102044,435146,0.10886655,0.077817152
C08Q2,F2B16,1,111511.37815995599,435146,0.14903525,0.12142375
C08Q2,F2B19,0,102743.94950604001,435146,0.13353629,0.097411833
C08Q2,F2B26,0,522423.0504586801,435146,0.10828811,0.064546763
C08Q2,F2B28,1,629103.09135042,435146,0.19281613,0.16318281
C08Q2,F2B40,0,672716.5347643199,435146,0.10293615,0.067763873
C08Q2,F2B48,0,88715.08223148601,435146,0.13351233,0.11004458
C08Q2,F3B06,1,94823.23185523799,435146,0.15102927,0.11002149
C08Q2,F3B14,0,166075.728437448,435146,0.17206192,0.12730915
C08Q2,F4B02,0,215097.87954364196,435146,0.13956362,0.11199647
C08Q2,F4B10,0,24271.3865622492,435146,0.12691583,0.090372279
C08Q2,F4B12,0,101259.55292693399,435146,0.10182126,0.063305757
C08Q2,F6B18,0,65424.18717532801,435146,0.12357788,0.095032391
C11Q1,F1B04,1,105574.19019216299,444719,0.11040233,0.065890728
C11Q1,F1B06,1,790103.4250616101,444719,0.1089133,0.074639454
C11Q1,F1B07,1,481748.69652822,444719,0.12671053,0.10537051
C11Q1,F1B09,0,609477.8324886899,444719,0.11979547,0.081675551
C11Q1,F1B11,0,851652.62360541,444719,0.16958303,0.1325344
C11Q1,F1B13,0,351696.202199199,444719,0.1195582,0.088368284
C11Q1,F1B17,1,243944.52369408,444719,0.15605264,0.10985146
C11Q1,F1B30,0,433491.94432367996,444719,0.11502919,0.090532902
C11Q1,F1B45,0,311987.939563872,444719,0.15265579,0.11619453
C11Q1,F2B05,0,1735741.47231837,444719,0.090978157,0.049504486
C11Q1,F2B08,0,815798.2882638599,444719,0.1149046,0.076508176
C11Q1,F2B15,1,287674.181012295,444719,0.080059813,0.049976
C11Q1,F2B16,1,812911.14583272,444719,0.13895075,0.094464181
C11Q1,F2B19,0,3820251.18320307,444719,0.10533364,0.065152963
C11Q1,F2B26,0,192844.94441731198,444719,0.1626689,0.12528546
C11Q1,F2B28,1,259395.350549742,444719,0.18565847,0.15697673
C11Q1,F2B40,0,410611.61872862995,444719,0.12455482,0.086072131
C11Q1,F2B48,0,86001.866853903,444719,0.14187696,0.11155994
C11Q1,F3B06,1,966479.99442093,444719,0.1102429,0.066243274
C11Q1,F3B14,0,2637997.7370238802,444719,0.097095298,0.05563438
C11Q1,F4B02,0,604821.8780485201,444719,0.17125059,0.12330582
C11Q1,F4B10,0,1597960.9309355998,444719,0.068844833,0.02927458
C11Q1,F4B12,0,498806.22731247,444719,0.1118538,0.071634315
C11Q1,F6B18,0,148466.730700728,444719,0.13585444,0.11043883
C11Q2,F1B04,1,295566.569525304,444719,0.085813135,0.054734603
C11Q2,F1B06,1,983202.8786048698,444719,0.13971317,0.10406398
C11Q2,F1B07,1,709526.5994579401,444719,0.12197791,0.073210398
C11Q2,F1B09,0,895075.59158325,444719,0.086704375,0.057626035
C11Q2,F1B11,0,657277.74265329,444719,0.19937517,0.17085917
C11Q2,F1B13,0,906879.43890819,444719,0.10161563,0.063102087
C11Q2,F1B17,1,4075445.2520133,444719,0.11304477,0.056591023
C11Q2,F1B30,0,166945.334811057,444719,0.13642919,0.098152976
C11Q2,F1B45,0,155506.100586804,444719,0.11963988,0.084165293
C11Q2,F2B05,0,184893.243286554,444719,0.16294984,0.13562954
C11Q2,F2B08,0,509585.04181430995,444719,0.11655833,0.075429909
C11Q2,F2B15,1,123163.82948350799,444719,0.11101824,0.075604094
C11Q2,F2B16,1,783934.69668228,444719,0.12793255,0.092331249
C11Q2,F2B19,0,381609.701855217,444719,0.11676557,0.08071421
C11Q2,F2B26,0,203161.513543362,444719,0.12517473,0.094504079
C11Q2,F2B28,1,439975.10682477,444719,0.18663867,0.16397148
C11Q2,F2B40,0,91221.10905025799,444719,0.11758771,0.086911046
C11Q2,F2B48,0,644263.22790027,444719,0.094066684,0.073608651
C11Q2,F3B06,1,294088.72114809003,444719,0.17289516,0.13541391
C11Q2,F3B14,0,2064491.47225233,444719,0.17854048,0.13231338
C11Q2,F4B02,0,584725.43113281,444719,0.16792203,0.13568646
C11Q2,F4B10,0,479369.86791408,444719,0.10018985,0.078481066
C11Q2,F4B12,0,1679747.38332489,444719,0.10225223,0.059197813
C11Q2,F6B18,0,460272.35771055,444719,0.15663752,0.12464486
C12Q1,F1B04,1,121808.49016190399,610337,0.09871544,0.063574203
C12Q1,F1B06,1,5618349.956255401,610337,0.11082542,0.068351709
C12Q1,F1B07,1,1412407.04126067,610337,0.10490888,0.068868081
C12Q1,F1B09,0,260086.96088902804,610337,0.084071906,0.049203493
C12Q1,F1B11,0,2396429.41232331,610337,0.15670568,0.10925382
C12Q1,F1B13,0,1493160.39404532,610337,0.086497117,0.056574215
C12Q1,F1B17,1,76485.150789957,610337,0.14696628,0.11592837
C12Q1,F1B30,0,53247.082320104404,610337,0.14695216,0.11346073
C12Q1,F1B45,0,543135.486347181,610337,0.12783717,0.093137416
C12Q1,F2B05,0,322530.936078078,610337,0.13776753,0.093729702
C12Q1,F2B08,0,1759697.9004887098,610337,0.098486772,0.05272758
C12Q1,F2B15,1,54193.0704912324,610337,0.11484776,0.082931555
C12Q1,F2B16,1,197936.819021214,610337,0.15135579,0.12282445
C12Q1,F2B19,0,894842.48593467,610337,0.12632194,0.0895343
C12Q1,F2B26,0,1446064.8319435501,610337,0.13084845,0.091600988
C12Q1,F2B28,1,2662852.00451634,610337,0.20395081,0.17116155
C12Q1,F2B40,0,81717.248243358,610337,0.13226342,0.099998106
C12Q1,F2B48,0,155427.472566639,610337,0.11324921,0.082096674
C12Q1,F3B06,1,1750318.98608385,610337,0.11732054,0.094632705
C12Q1,F3B14,0,573347.34911727,610337,0.15253622,0.11462978
C12Q1,F4B02,0,892299.8158893,610337,0.10364941,0.067269722
C12Q1,F4B10,0,474067.610975322,610337,0.10051733,0.065752398
C12Q1,F4B12,0,1493872.5108434397,610337,0.12576939,0.08621269
C12Q1,F6B18,0,651050.9150499899,610337,0.14638792,0.11193617
C12Q2,F1B04,1,1313529.7556745,610337,0.047539752,0.0074622919
C12Q2,F1B06,1,1895553.4602759301,610337,0.10879974,0.070293811
C12Q2,F1B07,1,1393087.49489637,610337,0.079615027,0.050700444
C12Q2,F1B09,0,448620.652215918,610337,0.085634169,0.049129397
C12Q2,F1B11,0,1475265.08127726,610337,0.15827512,0.11452626
C12Q2,F1B13,0,390119.98259871,610337,0.13828202,0.1017914
C12Q2,F1B17,1,1077198.98700141,610337,0.10790238,0.056777881
C12Q2,F1B30,0,225880.723819296,610337,0.13321917,0.095439001
C12Q2,F1B45,0,62885.73039594301,610337,0.14806754,0.11783589
C12Q2,F2B05,0,3483141.7831774196,610337,0.11727462,0.076050926
C12Q2,F2B08,0,3734577.0193422595,610337,0.088866089,0.050237855
C12Q2,F2B15,1,31299.963395173203,610337,0.10040386,0.053910933
C12Q2,F2B16,1,310075.796853459,610337,0.13940623,0.099362993
C12Q2,F2B19,0,1254574.57053474,610337,0.11249671,0.07464902
C12Q2,F2B26,0,196312.70494017002,610337,0.16282919,0.12016718
C12Q2,F2B28,1,2303149.03299117,610337,0.15401819,0.10960091
C12Q2,F2B40,0,591945.715179,610337,0.11193976,0.084214743
C12Q2,F2B48,0,381102.888784527,610337,0.13562139,0.10405412
C12Q2,F3B06,1,541308.432161952,610337,0.10097768,0.067022605
C12Q2,F3B14,0,458649.10678696196,610337,0.14369681,0.10606431
C12Q2,F4B02,0,436748.664360645,610337,0.1530026,0.11351357
C12Q2,F4B10,0,233553.233015739,610337,0.11797342,0.081709634
C12Q2,F4B12,0,1113820.37884845,610337,0.13245043,0.098638353
C12Q2,F6B18,0,1883823.4178864101,610337,0.14277109,0.10722362
C13Q1,F1B04,1,313681.41232560005,261721,0.10889719,0.075148228
C13Q1,F1B06,1,1459616.0697957599,261721,0.10565854,0.073406344
C13Q1,F1B07,1,1612208.48666283,261721,0.11137971,0.073984195
C13Q1,F1B09,0,90829.302326811,261721,0.12978231,0.097311821
C13Q1,F1B11,0,547294.87767897,261721,0.1581101,0.1173309
C13Q1,F1B13,0,361666.18582442997,261721,0.12834482,0.093486427
