market_ids,firm_ids,shares,prices,quality,cost_shifter,demand_shock,cost_shock,satellite,wired
8,2,0.0013370918931089857,5.104199192902965,0.3479121493261526,0.5070366321254438,0.9967008601066795,0.8999035442859662,0.0,1.0
8,3,0.12643182019430618,1.962871638864585,0.15634896910398005,2.010782268585878,-0.5451849022532298,-0.754310422037125,0.0,1.0
9,0,0.0011983603684641764,6.405758583468136,1.230290680727721,0.39256725796515235,1.433011002006082,1.1774977906006845,1.0,0.0
9,1,0.023171483487082527,4.45931223584279,1.2023798487844115,1.0922179413406232,0.5299972384343323,0.5941087791829349,1.0,0.0
9,2,0.5173776387666078,1.7526524213951298,0.3873268174079523,0.6986502343077553,-0.3343954570939949,-1.1919722005103035,0.0,1.0
9,3,0.09991731012155923,2.7468276967171374,0.30230275057533557,0.52162522724034,0.09454905516318293,0.1513299624813822,0.0,1.0
10,0,1.543683485187434e-05,7.663710570183841,1.0485529650670926,0.4968931448384696,0.9125495722122989,1.3448034585134765,1.0,0.0
10,1,0.4849242270089155,2.6247585303792254,1.4200179371789752,0.665041618158691,0.8181719182921695,-0.3530662955966789,1.0,0.0
10,2,0.0008959023454852365,6.089586473149246,1.7062701906250126,0.731551581862154,1.0899518556063985,1.037902513592895,0.0,1.0
10,3,0.3369892457659327,2.2272078346943442,1.9507753952317897,0.319649783134073,-0.9493357463800146,-0.34799192674210305,0.0,1.0
11,0,0.010311344841852761,4.277096946770354,0.5096521817516535,0.4098545384398195,1.140191736669171,0.7224567240516467,1.0,0.0
11,1,0.009211256189884163,3.18109057872937,0.4380743016111864,0.4533374321385169,-1.093061614232839,0.36782465635848216,1.0,0.0
11,2,0.28576493739024417,1.4207027483614374,1.2527953600499264,0.8927081528737002,-1.3241042546991064,-1.059645195324035,0.0,1.0
11,3,0.5614714043090027,1.5104647206358413,0.7774903558319103,0.4736040569636581,0.006115963987694392,-1.7077380844822279,0.0,1.0
12,0,0.02319410356477144,3.6925068324041455,1.6138978475579515,0.3036564735262783,-1.3772591879005631,0.5730560302297584,1.0,0.0
12,1,0.0002117210350785901,5.62383686913977,0.2127402802139687,1.0339569868127836,-0.8098253798645043,0.8753520126662353,1.0,0.0
12,2,0.19553796409025823,1.972933895901917,0.8954665611936756,1.9093426255571087,-1.45463106565677,-0.6887672601832151,0.0,1.0
12,3,0.4193955328105839,1.4909912727213372,0.386902497859262,1.6638731244377296,-1.146892331946986,-1.5023085551324853,0.0,1.0
13,0,1.6509899957834198e-05,6.7958793506247295,0.510805137568873,0.9008227642090298,-0.7526146770491091,1.1146882197582135,1.0,0.0
13,1,0.6327639167186421,2.4568836226764286,1.180632184122412,1.5059113515713871,0.45345929426565657,-1.0688303693041683,1.0,0.0
13,2,9.25213371770907e-11,12.389952931302647,0.028182228338654868,0.6890484294179711,-1.8462788885829573,1.8034316446475949,0.0,1.0
13,3,5.247151809117208e-23,28.143776296176693,0.42833187053041766,0.5480871874725354,1.0630283027777128,2.682378817018066,0.0,1.0
14,0,8.080141819433959e-05,5.650236405231656,0.06651722238316789,1.6531498325653209,0.07854176249551235,0.7257444301609329,1.0,0.0
14,1,0.4022413700853695,1.559211936270377,0.3024718977397814,0.6993179409720909,0.17335124245044353,-1.4781334453618988,1.0,0.0
14,2,0.014191262208065021,4.1624550213854254,0.6343220936809636,0.38616637709836915,1.764486932894983,0.6991236524880915,0.0,1.0
14,3,0.4871115442300362,1.9303203997569276,0.3627411659871381,0.10086706325731179,1.107665320032216,-0.9529693328176043,0.0,1.0
15,0,0.1827492124147288,2.4256580638532044,0.672460447775951,0.935127209437544,-0.8814850938952384,-0.15615237669525478,1.0,0.0
15,1,0.25068478248409076,2.3651529488752843,0.3595531615405413,0.38182400961938384,-0.3735065233855705,-0.09820266428654983,1.0,0.0
15,2,0.021634337766687068,4.782083137320369,0.813146282044454,0.3982960861974925,1.2361157062446901,0.849213368616152,0.0,1.0
15,3,0.04049277860733925,4.053857648615411,1.7262826023316769,1.2557748817415015,-0.5066297030871711,0.4407317659498575,0.0,1.0
16,0,9.29189339046727e-05,6.101886314140458,0.17742614225375283,1.2228774470534096,-1.1244724816554785,0.9173722209470501,1.0,0.0
16,1,0.25941651582073716,2.5455281401808683,0.4017809362082619,2.086510028855187,-0.5270808399511506,-0.4602570638576865,1.0,0.0
16,2,0.020414318278507936,4.116505605439382,1.6301983469660446,0.590757152909962,-1.3465099351492822,0.631203648478036,0.0,1.0
16,3,0.0260193989300746,4.640425358870656,0.4627822555257742,0.9719702938655755,1.111351504618916,0.6703403271295555,0.0,1.0
17,0,0.2783795783153663,2.8012430481361292,0.9072983643832422,1.1932578334740391,0.6872090550087693,-0.13429899772850384,1.0,0.0
17,1,0.00013823264223838814,6.028904127309026,0.05194539579613895,0.35026591956203,0.39008141003262853,1.1224043859864539,1.0,0.0
17,2,0.000773611476321917,5.256535460767984,0.7290905621775369,1.29636038827543,-0.0131064475025172,0.7353301781482232,0.0,1.0
17,3,0.47756007155339564,2.3187703320427118,0.12898291075741067,0.09302414444422329,1.1368464027726035,-0.4088051528560796,0.0,1.0
18,0,0.003963289624338833,3.93366641375941,1.1394006845433007,2.3137731131722004,-2.0484375200981058,0.15415845389104502,1.0,0.0
18,1,0.13281453623980297,3.000684460123506,1.2348258203536526,0.8425717017130081,-0.49794726612314033,0.14269880375121144,1.0,0.0
18,2,0.24797760906676655,1.5468932681827876,0.402341641177549,1.5429214471542902,-1.6845202814943738,-1.0615495304289462,0.0,1.0
18,3,0.2543350119938409,1.838861038236979,0.6848100909403132,0.4017637421265006,-1.3577393043841337,-0.4843488540256825,0.0,1.0
19,0,0.4163587069703885,1.7628877119660897,0.8707971491818818,0.4152313958216571,-1.2340482004090079,-0.853018537123342,1.0,0.0
19,1,0.07521128195810542,2.7850304396998253,0.5788496647644155,0.6736641713091397,-0.6090611798681101,0.1364075870046135,1.0,0.0
19,2,0.06552656774930313,4.000026588981584,0.31155253212737266,0.7979131965667456,1.6017049266311525,0.5321152196438589,0.0,1.0
19,3,0.05043323119514737,2.229399278623664,0.05616534222974544,0.8868796038714378,-1.945967872169857,-0.20602823974291742,0.0,1.0
20,0,0.5366780005952722,1.9283842413010428,1.1651498407833565,0.634386673189051,0.24273281139928218,-0.9232141129240833,1.0,0.0
20,1,0.20858597307882173,1.647471591422979,0.9008264869541871,1.6292757699588614,-0.9998161255813692,-0.9019268424131458,1.0,0.0
20,2,3.5704479987891395e-05,6.792357145342256,0.46566243973045984,0.13906415030468253,0.5457817261140607,1.3045636227250006,0.0,1.0
20,3,0.11598129503212821,2.3907613654890825,1.5362436862772237,0.8576702045753996,-1.2420830435450192,-0.16906597698271913,0.0,1.0
21,0,0.44027574664677277,3.171098055573059,1.4882521937955997,1.2493385148615423,0.5629365141473546,-0.07344611284595413,1.0,0.0
21,1,5.6865722557961104e-11,14.529741599399241,1.8958891760305832,0.7097851001194992,0.10261229917964207,1.963733201193192,1.0,0.0
21,2,0.0034019397689737246,4.841913819748688,1.1787795711596507,0.704642720749891,-1.1275618251617407,0.7909984205023693,0.0,1.0
21,3,6.048516010139227e-05,6.49942588066048,0.17992483581235091,0.1555907349688975,-0.8433859888280918,1.2527513715455532,0.0,1.0
22,0,2.5836242042901614e-07,10.216252136224359,1.0707526215105427,0.9367952162539889,1.3393620619365583,1.5396011329468207,1.0,0.0
22,1,0.16913813088953186,3.349253135697602,1.0544517269311369,0.770330879327212,1.0135279074929227,0.2721229907110417,1.0,0.0
22,2,0.03851593085880823,3.8106753037808914,0.40317694697317963,0.1408106518782359,1.443972658582517,0.6550267770216479,0.0,1.0
22,3,0.5432293198480986,1.5930906094324588,1.2224450703824274,0.4734882616664622,-1.164005246826818,-1.8542044746806352,0.0,1.0
23,0,0.539110879283439,1.4606119624188962,0.20827497807686035,1.8552462094204791,0.33952669438801286,-2.051066081986595,1.0,0.0
23,1,0.281103057705715,1.040947637570106,0.9766390364837131,1.4156562261746801,-1.919365920928417,-1.9405357411959385,1.0,0.0
23,2,0.03369032920466298,2.4020854365244637,0.3563663971744019,0.30274601690425323,-1.4803549623575916,0.0379104245761734,0.0,1.0
23,3,0.0020530214672145304,4.812863480691024,0.7065731681919482,0.9896794419358903,0.1930961204952064,0.7134773404460184,0.0,1.0
24,0,0.36685410375257177,2.510483160350071,0.010500020720820478,0.5858508058179357,0.6330477939942223,-0.20414805086179771,1.0,0.0
24,1,0.0002150637447645362,7.441302048125061,1.7858704939058352,1.1363880775397395,1.2775300572812835,1.153372246569005,1.0,0.0
24,2,0.07803790746306054,2.4826950000839423,0.12691209270361992,0.6716165720359097,-1.1592964077475492,-0.021285751154746915,0.0,1.0
24,3,0.09977373404475984,2.85945591072924,0.40198936344470165,0.9741674350429901,-0.43514159619370807,0.0723998759899406,0.0,1.0
25,0,0.5434019852930837,2.587378811657633,1.8831506970562544,1.6196845653727006,0.20673966256253384,-0.6964560287636075,1.0,0.0
25,1,0.008940506790360219,5.049617306007641,1.3477590611424464,0.5726270172050857,1.5593512122638875,0.8707324938288397,1.0,0.0
25,2,1.2812735527826975e-12,16.064813040716743,1.2704849984857336,1.9026181983698314,0.7596909034947238,1.7693582427105465,0.0,1.0
25,3,0.21846189897763274,1.308749486299264,0.9693967081580112,0.7756641079399708,-2.5893250005193043,-1.350060578394402,0.0,1.0
26,0,0.05223790221042425,2.7159726982028816,1.17312340511416,0.1880897380496502,0.21210750851237245,0.23256871801787,1.0,0.0
26,1,0.4248336881450831,1.675088216074995,1.9436211856492926,1.0357477261952128,-0.5442697933457025,-1.2802374023391667,1.0,0.0
26,2,0.4643159857338132,1.75328322597362,0.41361898075974735,1.17782950470566,1.2237363879752532,-1.4339286629561352,0.0,1.0
26,3,0.00036026760027778917,5.504760989341432,0.7474548114407578,2.305166855043521,1.2313825702817933,0.5340520254197938,0.0,1.0
27,0,0.23494827061117907,1.8663237739653837,1.9229420264803851,2.2636603010358085,-0.032925764398101756,-0.9731002214298465,1.0,0.0
27,1,0.09327033510592801,1.8229477453419127,1.4805147914344245,0.37501991982015326,-0.6011138458623677,-0.37678808083886633,1.0,0.0
27,2,0.3882891732875913,1.0918408681607823,1.8675589604265699,0.08234364679135212,-0.8113307316336295,-2.1285617648640414,0.0,1.0
27,3,0.25726704909430664,2.767051632722081,0.9060446582753853,0.4796230150738065,3.088969392567881,0.10369729871986487,0.0,1.0
28,0,0.0057581264035762615,4.54995672481376,0.8612256850547025,0.3010947865234137,-0.587483657294484,0.8223831915085021,1.0,0.0
28,1,0.24530407947460486,3.217307808973496,1.9100649530990337,0.5369879144563616,-0.5497343199771858,0.2567123223634183,1.0,0.0
28,2,0.16097484037378718,2.8883974335718814,0.2680033709513803,0.4138039890496651,-0.10621478461467672,0.18453823881214296,0.0,1.0
28,3,1.7497721326025137e-19,23.8961327606851,0.8024563957963949,1.0969249717331135,0.011678844575342772,2.378339499134953,0.0,1.0
29,0,0.4639409976167558,1.8463779792300006,0.947251967773748,0.9273629280729663,0.4243611653137649,-1.1871373757939143,1.0,0.0
29,1,1.3647102574826533e-11,13.975793327524144,0.1550100930908342,0.8883388619968426,1.225937749325544,1.8788102735899674,1.0,0.0
29,2,0.11427069527570483,2.3095571021583603,0.6140793703460803,0.5247419549622203,0.2598413120178283,-0.0869861286217969,0.0,1.0
29,3,0.3332232101862765,1.4059446360678003,0.9222066715665268,1.3852775837671982,-0.785268508734036,-1.4816795576369661,0.0,1.0
30,0,0.0001357368087189599,5.660605950727651,0.37642553115562954,0.10217832694397073,0.22823155538096987,1.1154936868989345,1.0,0.0
30,1,0.5366173494933775,1.9223734318125636,1.0994007905841947,0.5049947217800111,0.3111140260867592,-1.269123431155864,1.0,0.0
30,2,0.0001670294537562786,4.591768646731857,0.298238174206056,1.3289607475532235,-1.8249111949895436,0.5767078566008769,0.0,1.0
30,3,0.3370559108080923,2.5320573694779642,1.3263858966870303,0.21790338712166898,0.6373524643739817,-0.10681744341349515,0.0,1.0
31,0,2.529954621670143e-05,6.319682425200394,0.6945678597313655,0.6597112472096701,0.0535559867478493,1.0963143902245485,1.0,0.0
31,1,0.2753007267405602,1.3621157298635462,0.14963454032767076,0.4740078672770297,-0.02181121305565031,-1.3828987391650922,1.0,0.0
31,2,0.008824606482395242,2.2615404344819323,0.43515355172163744,0.7271748700204365,-1.6806561731703946,-0.11843373500511269,0.0,1.0
31,3,0.6551101953796501,2.2080681907090733,1.8492637284793418,0.03890530666380676,1.105548610636839,-1.571351179902187,0.0,1.0
32,0,0.4130041537756928,1.461959277370137,0.6722947570124355,0.04459939272557343,0.3687011946992375,-1.6215599537126448,1.0,0.0
32,1,0.011509982836015746,2.332314688248039,0.40746183624111043,0.2601329049387677,-1.2059979817433277,0.03622290606459722,1.0,0.0
32,2,0.5276647734524021,1.5823584205836034,0.7699160744453164,0.06985649825618424,0.8440510467293598,-2.359111081382034,0.0,1.0
32,3,9.47784521275168e-05,5.417812828050224,0.5392491912918173,0.25011390688312557,0.12095236771753123,1.0303235574245877,0.0,1.0
33,0,0.5560106072672384,2.2830717831344676,0.6743326606573761,1.0219133244269283,0.9987483766427475,-0.868867371645718,1.0,0.0
33,1,0.010880140828379273,3.6042269668460833,0.03183055827435118,1.1504377698185095,0.3497126596905134,0.3431092531413734,1.0,0.0
33,2,4.426313926584534e-19,22.853967254524186,0.635846078378881,0.836111379500769,0.30906788954089814,2.3979759662273614,0.0,1.0
33,3,0.24318287174223593,1.9295396976040629,0.6764332949464997,0.6422109433294259,-0.7327664009875232,-0.5498373895968964,0.0,1.0
34,0,0.11650797150395786,3.185796240618375,0.5765908166149409,0.2587975673406086,0.7730808425555854,0.3897766932872288,1.0,0.0
34,1,0.28060727669495067,2.7373966832596563,0.20829875557799488,1.0402389642495584,1.123570193241996,-0.09042844453408441,1.0,0.0
34,2,0.010957442105036772,3.52584160157648,0.3960067126616453,0.18669092211460994,-0.7934132252906381,0.5578766963909967,0.0,1.0
34,3,0.2893981882201988,2.8355361723919366,1.0930615087305058,1.1436413958418497,0.40270580427543873,-0.102212269227436,0.0,1.0
35,0,0.009140170159185543,3.582272125488373,1.4912575927056055,1.144553535284558,-0.6198916576864779,0.3374683254854311,1.0,0.0
35,1,0.38294041983925203,2.1289399045922264,0.4393917012645369,0.018767055539892923,1.2605102049930554,-0.43098089266571465,1.0,0.0
35,2,0.3642709008373865,1.3671217835026006,0.16667349537252904,1.2834550362665254,0.08639752993402156,-1.581326636649202,0.0,1.0
35,3,0.15597193533243406,1.8001218414857834,0.6350314368921064,0.5979464913921806,-0.36418203017145395,-0.4817076875340738,0.0,1.0
36,0,1.398046022483455e-10,14.03526104968683,2.383144774863942,2.188618678822837,-0.1407998089757893,1.5581435401779333,1.0,0.0
36,1,0.32513476067864017,2.031937724003498,0.9444794869904138,0.21977298571336235,-1.141521340382854,-0.43549555796723444,1.0,0.0
36,2,0.17675123753372424,2.6184581797180755,0.9128222254441586,0.9007239050891807,-0.6390159914817647,-0.05668641951761522,0.0,1.0
36,3,0.12271389960655145,3.7833748552758197,1.117016288095853,0.891364106352944,1.1217356171526496,0.43343670083128927,0.0,1.0
37,0,3.4230277552319507e-06,8.79037082463064,1.315907410511521,0.55512634549445,1.1183410636721536,1.476312846861104,1.0,0.0
37,1,0.4119291551040256,1.5060009583998555,0.4615846048147089,0.1724823171069609,-0.8979946711450623,-1.367943119706248,1.0,0.0
37,2,0.23051918205509456,2.1497716530349935,0.06824160532463122,1.461738342216723,0.13849019920653832,-0.5139989587831476,0.0,1.0
37,3,0.13219183056916575,3.471496468097037,1.7133427216493664,1.5487961370026657,0.5807587642146645,0.16424198125762995,0.0,1.0
38,0,5.221776996242754e-09,11.366167186041858,0.7447548220484399,0.1265688015307749,0.45951945879714307,1.8540118330503628,1.0,0.0
38,1,0.0035667467464194137,4.16458544194577,0.8264385386590144,0.7930070706974272,-0.5910010479272234,0.5989460013241662,1.0,0.0
38,2,0.2926585319136814,1.6414066522876463,0.0984525244254323,0.6380240334954549,0.2546947988407327,-0.7327382475326402,0.0,1.0
38,3,0.5730076495886278,2.071772556440826,0.6634782863621074,0.34002459825965264,1.2222934026062966,-0.721211616034923,0.0,1.0
39,0,0.10848383028119042,1.7756575771841139,1.126635922106507,0.8630171531510914,-0.7075445559683184,-0.5394792174699728,1.0,0.0
39,1,0.3377000682548981,2.3099600386239016,1.0799315083634233,0.5896977956993248,1.5433217779547594,-0.3018423608926027,1.0,0.0
39,2,0.2809533140033973,2.1805644161788513,1.1474686524111024,0.2725327484877595,1.133764895321935,-0.22238092070825677,0.0,1.0
39,3,0.22799818748738526,1.6321539622486816,0.43782004474443403,0.7375215134138817,0.5377417612404582,-0.7516422247926684,0.0,1.0
40,0,0.03183240722400934,1.1833741766936285,0.4980324506923049,0.4331187294489333,-2.2258564353885366,-1.0191043895851497,1.0,0.0
40,1,0.5019047194504189,2.2355323952557917,1.9295320538169858,0.21018881379676232,1.2048858324407004,-0.6153738445611937,1.0,0.0
40,2,0.4209660456002368,1.9001985429820578,0.9494208069257608,1.320794386127914,1.288290497562345,-1.1117383586596667,0.0,1.0
40,3,0.008680496398301332,2.1042917343427834,0.0875512413851909,1.2920012510471273,-1.3231270170431362,-0.35398891393002135,0.0,1.0
41,0,0.3802229825530523,1.4697822138520678,1.225435518830168,0.5186786872885925,-0.8043743509049233,-1.486134105774518,1.0,0.0
41,1,0.011400417079418705,2.6927855542761274,0.8443629764015471,0.2833977744562524,-1.4844030637981684,0.21069399081848877,1.0,0.0
41,2,0.18737178266419383,2.468412262529055,1.0002153473895647,0.8165348797737704,0.7938076943113703,-0.10496132618632237,0.0,1.0
41,3,0.33813910178355583,1.4711736011779513,1.5447710967776116,0.0023851979152351623,-1.1548628089224307,-0.9766913017746821,0.0,1.0
42,0,0.3920458008936803,2.5348803980936694,1.1880297923523018,1.261491746790615,-0.2823143398597193,-0.39014066032260825,1.0,0.0
42,1,4.427456408890855e-08,10.394023450127985,0.3169426119248496,0.5140041798160635,0.31058005277704737,1.6634298351173789,1.0,0.0
42,2,4.874770732595796e-16,20.3338478353828,0.920858823780819,1.0875463154668945,0.9932374980186045,2.2155033859600866,0.0,1.0
42,3,0.18217461454622666,2.9267432767269557,0.3187276529430212,0.7393045331330262,0.33565833404521406,0.10585645132427732,0.0,1.0
43,0,0.014160835815045871,4.572723435968569,0.8568306119026912,0.6191549216054889,0.09838177558838096,0.7436391532957071,1.0,0.0
43,1,0.00034981255145809806,5.616059729663942,0.6510255933001469,1.8743134967410682,-1.3099785666568244,0.6636959456650923,1.0,0.0
43,2,0.309477434320364,2.943085265476263,1.0342428417844647,0.8998864767434843,0.25701108860391625,0.0340326766744752,0.0,1.0
43,3,0.12234538690412564,3.2103016589225946,0.681594518281627,0.4820806086722011,0.216055104728829,0.34334419351772444,0.0,1.0
44,0,0.00021543860056839152,5.336312352658245,0.8034096641738411,0.05488818475438849,-0.3525030153938654,1.062403564377312,1.0,0.0
44,1,0.5323370829762974,1.59636571611461,0.6895497777502005,0.522557601998812,0.09381982744286838,-2.260612705075795,1.0,0.0
44,2,0.023843455494920528,3.876413624492228,0.45553250351734315,1.2663426769629542,1.642808818292087,0.3950589106050417,0.0,1.0
44,3,0.33581592123286713,1.5250589395271565,0.01747915902505673,0.06149476428488614,0.023206172266940647,-1.0693134435552198,0.0,1.0
45,0,0.00012391100654661683,3.993616378943127,0.35399391125348395,1.3897810188962068,-1.2760715465435575,0.4034577990573335,1.0,0.0
45,1,0.17579729114678141,1.5285589490758973,1.3749512934180188,1.9536785626194064,0.030379448147856994,-1.249256349778105,1.0,0.0
45,2,0.4151084289603503,1.7785066731952557,0.6436184028328906,0.2957790885068872,2.582454996244007,-0.6852394569704126,0.0,1.0
45,3,0.3949281504080163,1.4926708621293314,2.223403152224427,0.8425887964569804,0.3811627146674397,-1.1559398337239852,0.0,1.0
46,0,0.27449046061963944,2.767222522230885,0.6252314510271875,0.2456164279017758,-0.1748440121848809,0.10781263581001854,1.0,0.0
46,1,7.246443958464275e-06,8.843018033916344,1.6020576556067476,0.032996480264666096,0.457759879169708,1.6131752944838158,1.0,0.0
46,2,0.07459367969571759,4.429975610278103,1.1043833394284506,1.5620143418292662,1.1828482940533198,0.455158828037537,0.0,1.0
46,3,0.0007505452259785267,6.064268151930982,0.052165079260974405,1.0061070670975472,0.9046404878898755,0.964701542566046,0.0,1.0
47,0,1.986849650961627e-09,11.820096707460275,0.7395629963913133,0.04404489737594127,-0.8646744726787564,1.915568391137646,1.0,0.0
47,1,0.0045866443258206074,5.525443069120096,1.5430145954067358,1.9595620052057678,0.3946755882345954,0.6229359708301102,1.0,0.0
47,2,0.0029795011417534595,4.9840710567280055,1.2928569097234484,0.9423143082769669,-0.3213570129440668,0.764573562444894,0.0,1.0
47,3,0.5549851976725183,2.4642828206984615,0.2670508693491829,2.0051254266521488,0.8920581134936832,-0.8982388179391537,0.0,1.0
48,0,0.04225975778920693,2.7718631388633845,0.0392828182274956,0.7550496802558879,-0.42665374234653636,0.11220328305537203,1.0,0.0
48,1,0.08981690308304043,3.9975380944938896,1.1680934977411974,1.3965352375731572,1.6498233965910076,0.3726671044441594,1.0,0.0
48,2,0.003608370165891933,4.420262496154069,0.5232766605317537,0.7594954904290641,0.36082877829048876,0.6757770763084651,0.0,1.0
48,3,0.6450554643523969,2.3015910827766306,0.1715463312222481,0.2507566767601495,1.6612963923820494,-1.097131396622243,0.0,1.0
49,0,9.580369208518323e-05,6.670108151588522,0.7717905512136674,0.09406245036260366,-0.09408764187462318,1.2961887640879022,1.0,0.0
49,1,0.22441606529387473,2.413237801099406,0.8235041539637314,0.39756521561746616,-0.9005861270616425,-0.09977054344153413,1.0,0.0
49,2,1.1369425476675561e-06,8.920950393784002,2.16323594928069,1.022855040804214,-1.286356764472509,1.3750088438316157,0.0,1.0
49,3,0.34135804806937364,2.9425975247799654,1.336527949436392,1.1506920042566469,0.19599001337337787,-0.08731711313312741,0.0,1.0
50,0,0.08810991388670208,2.732531568947805,0.3691818379424436,0.6006052017330761,0.6175678942215487,0.1292769939478162,1.0,0.0
50,1,0.6136073130812503,1.7173297699434975,0.2393791775759264,0.01325026793402666,0.6577370683420029,-1.8946313161989905,1.0,0.0
50,2,1.568707603019417e-08,10.864516524981674,1.0996595958871132,0.1743730487015256,0.07919959881374755,1.7947948360755852,0.0,1.0
50,3,0.12334700189259537,3.3157787527978213,0.6552637307225978,2.19368335169466,1.3037948239973294,-0.0772049750066727,0.0,1.0
51,0,0.1972639346042146,1.8835084840107204,0.640131526097592,0.17713738331532355,0.590458891895915,-0.32601593305406734,1.0,0.0
51,1,0.48858106521483213,1.8737428947637376,1.6169560443108344,0.8907291830614958,0.5010659985073472,-0.9641352807337548,1.0,0.0
51,2,0.23734782652211445,1.108022082022031,0.024326124398935636,0.9206263730168693,-0.3823660197521369,-1.9879210672639775,0.0,1.0
51,3,0.02406936169373489,2.8164421985479775,0.7380309092056887,0.9219348042245775,0.032182473502296687,0.10054873176520684,0.0,1.0
52,0,0.09965623503948376,2.3368433068387975,0.27992459904323824,1.0956712289725123,-0.15767617258132538,-0.2319037486689219,1.0,0.0
