market_id,product_id,firm_id,observed_share,equilibrium_price,quality_x,cost_shifter_w,xi_demand_unobs,omega_cost_unobs,satellite_dummy,wired_dummy,marginal_cost
7,2,2,0.28156430725532,2.52223356000766,0.801329298311214,0.462893812994781,1.51450956380605,0.707833372350583,1,0,2.02223356296924
7,3,3,0.0447886745468985,2.75256991390057,0.091800015251789,1.10516144737411,0.310371088411345,0.286251100833996,0,1,2.25256991631412
7,4,4,0.165880339493038,2.42460110975223,0.273804791937703,0.664353172295881,0.781740078253997,-0.0909568072034002,0,1,1.92460103588425
8,1,1,0.767716400325889,2.23461338790095,2.13346755941796,0.384197481884006,0.335089419325745,-0.3621185045021,1,0,1.73461338793734
8,2,2,0.0293482910690592,3.53016616727754,0.403977280549421,2.68897483565135,1.39149918105837,-0.509010001567795,1,0,3.03016616731882
8,3,3,0.021286740718894,3.33871602007685,0.958499409348658,1.96036553932858,-0.303902360461546,0.426083676008259,0,1,2.83871602006936
8,4,4,0.0632132169397891,2.43403091354911,0.32631685186638,0.116642873291272,-0.392660985372704,1.04356530297613,0,1,1.93403091361972
9,1,1,0.360322316199706,2.35971751162356,2.47869562960417,0.709347887447091,-0.126912388030377,-0.455296933829473,1,0,1.85971798476073
9,2,2,0.330360263155458,2.23091426252375,1.53907605207252,0.0678486000174779,0.468285503150906,0.253502792544448,1,0,1.73091470340403
9,3,3,0.0609021381644517,2.60682488169203,0.827010895905097,1.1064954470548,-0.167641241684552,-0.25153691218254,0,1,2.10682431074518
9,4,4,0.157321465645023,2.24956404735222,0.159587225887655,0.212451268287532,0.734283739971162,0.0500251272342983,0,1,1.74956285217989
10,1,1,0.243188941222302,2.12545351838808,0.857721749082919,0.379446635036604,-0.501698571375432,-0.872598349369988,1,0,1.62545351839663
10,2,2,0.127121009202352,2.67329542986981,0.398353966412541,0.675312508977541,0.404653818318818,0.859332157038964,1,0,2.17329542986946
10,3,3,0.0283670533556195,2.51869348929723,0.224808842543658,0.9809510631506,-1.15281524786072,-0.342298008841943,0,1,2.01869348930362
10,4,4,0.403361276309126,2.57278188862032,1.31466764372294,0.751105968681933,0.520106998608084,0.328920963322024,0,1,2.07278188861597
11,1,1,0.141972874942742,2.22334107920936,0.0217968659454919,0.392976565187704,0.072507539785574,-0.431834415437702,1,0,1.72334098411447
11,2,2,0.17612785980566,2.0024147149894,0.880060340994455,0.0588784216112236,-1.01203447407705,-0.861167886091745,1,0,1.50241470882262
11,3,3,0.324846725357191,1.99885852034677,1.10864047285719,0.0199593161329683,-0.63052906588408,-0.802287815493391,0,1,1.49885855050537
11,4,4,0.159794387908225,2.46186825608591,0.464138260934647,0.304678552951903,0.230527073960112,0.781820425934664,0,1,1.96186821754642
12,1,1,0.09690738021473,2.82841921449499,0.664569191381248,1.81044764865054,-0.0464233193337804,-0.859377144892192,1,0,2.32841963463167
12,2,2,0.0476925783690703,2.91666722226513,0.530138118218163,1.40498780876851,-0.444476113791582,0.249140521580492,1,0,2.41666748154558
12,3,3,0.538364195357476,2.25921939490684,0.0409093298705648,0.266379314734633,1.49234623699868,-0.0137976257777933,0,1,1.75921929009091
12,4,4,0.103585872032991,2.68695998682861,0.155053909137248,1.12958754360656,0.585548517580904,0.000924326400164035,0,1,2.18695994547717
13,1,1,0.186330619853802,2.64408915075758,0.32108498156235,0.900794841713731,1.59005598084071,0.300127631741306,1,0,2.14408880886536
13,2,2,0.43297979331335,2.1810968702735,2.14581467110403,0.320251129945985,-0.317489831347364,-0.484933636654171,1,0,1.68109619541922
13,3,3,0.106040082150935,2.4092474381596,0.800406557251387,1.36342911050519,-0.0592674285793351,-1.55318366289044,0,1,1.90924775659178
13,4,4,0.160793585078401,3.59640810006088,1.19627158436105,2.34274338832698,2.33549317413461,0.356456429645142,0,1,3.09640852885656
14,1,1,0.380627150115598,2.56156489928984,2.0975463826554,0.49394648652769,0.0803474639142162,0.799828601206701,1,0,2.06156457464974
14,2,2,0.18439614186279,2.39240452525023,0.387715015355403,0.152374891991824,0.727124184029447,0.798035951274823,1,0,1.89240445118069
14,3,3,0.0940293884960494,2.36603679850486,1.04531820149439,0.825872978245459,-0.930928134216487,-0.661212737818001,0,1,1.86603648048672
14,4,4,0.204543873898876,2.50782135014713,1.37182634331461,0.849950980676268,-0.196692054969597,-0.1235029848052,0,1,2.00782063385127
15,1,1,0.0414109353286681,2.36432061385035,0.958407155630495,1.05986222454321,-1.17162367025041,-1.13654965510038,1,0,1.8643208835003
15,2,2,0.445008638788168,2.20224464337554,2.66893995964064,0.852011187043565,-0.831759704551764,-1.44843029609917,1,0,1.70224677316273
15,3,3,0.207392806539903,1.75868167097034,0.802685181898918,0.050383122423079,-0.599970433969871,-2.26026969575484,0,1,1.25867813194032
15,4,4,0.197220173427569,2.52538721107985,0.451015946622726,0.0631757444203558,1.23481600658893,1.51972249660834,0,1,2.02538387031553
16,1,1,0.201435770577257,1.96394672293322,0.7365815439613,0.264032562999568,-0.645486554455576,-1.47897694858139,1,0,1.46394672108768
16,2,2,0.108185012498434,3.00663211387863,1.11470395551256,1.69624041640926,0.44013408191904,-0.0409603118793001,1,0,2.50663211456971
16,3,3,0.0557306821314298,3.18116840137163,0.853350030270219,1.98486521119792,0.585825627874583,-0.0797090570072489,0,1,2.6811684027051
16,4,4,0.488146185116093,1.85714077435458,0.758751858520414,0.123020602922416,0.202452624809633,-1.80300030277139,0,1,1.35714077166781
17,1,1,0.0178616520480813,2.26056733210697,0.0979780009918097,0.18300796050415,-1.62189365508658,0.15907216736337,1,0,1.7605671668799
17,2,2,0.477888397706576,2.42734649493798,0.849622935721587,1.06709730324046,1.2467408924126,-0.88504620384061,1,0,1.92734527397895
17,3,3,0.30128360290453,2.11895286214542,0.560702646652564,0.609596853429794,0.306482129657767,-1.36495987809238,0,1,1.61895232746664
17,4,4,0.0621387631926978,3.09234914056199,0.347497788988405,1.29882603079829,0.88779752086506,1.0228630664605,0,1,2.5923489391296
18,1,1,0.555898608606691,2.39463814928282,1.37085769842047,0.721890045069817,1.26133310115872,-0.331553735405794,1,0,1.89463895315369
18,2,2,0.15479327523516,2.75439676352646,0.741022682423452,0.624973762016102,1.33218994522152,1.25311215089578,1,0,2.25439683753828
18,3,3,0.113905562527192,2.5643187229695,0.712880360882819,0.76271275567023,0.178192881311896,0.272970237099217,0,1,2.06431709796699
18,4,4,0.06251738110409,2.39259763172593,0.804723284779436,0.880140135821376,-0.8570173155243,-0.656682508480422,0,1,1.89259654658217
19,1,1,0.180368368613206,2.786557907569,0.977625707059815,0.919946566703536,0.465997635987019,0.776487583800563,1,0,2.286557907569
19,2,2,0.0251323246245707,2.85736197438086,0.939567788016473,1.96252851761542,-1.32518271207948,-1.06471154435835,1,0,2.35736197438086
19,3,3,0.547013473248574,2.8835110457565,2.26291596807589,1.2922640732431,0.757918091381773,0.364068892802446,0,1,2.3835110457565
19,4,4,0.0816927825201559,2.28281246735441,0.513685396875392,0.47657357850031,-0.595756270790897,-0.327609915424055,0,1,1.78281246735441
20,1,1,0.287433568401488,1.9805944791887,1.98947254185437,0.0884130205896343,-0.786689659614266,-1.03729054426468,1,0,1.48059189534728
20,2,2,0.435400577120065,2.5621216664599,1.67818285719727,0.602456068010649,1.10292910677093,0.584957660465414,1,0,2.06211823633778
20,3,3,0.044921802905469,2.89390611100028,0.358694482607439,1.19225041968405,0.241120210312809,0.59891502192799,0,1,2.39390753479552
20,4,4,0.112006994470617,2.15886594314411,0.253333921968024,0.317824114097219,-0.209961509768024,-0.586560743298635,0,1,1.65886881877237
21,1,1,0.20927706034139,2.09430070945294,1.14686798638321,0.20441434602462,-0.0870569986209027,-0.677348514226118,1,0,1.59430040462814
21,2,2,0.254181202611918,2.41620449394136,0.700882491251296,1.37151825971297,1.19712445263395,-1.54026671915436,1,0,1.91620415202534
21,3,3,0.0305041927587602,2.67586789900696,0.645443402756519,1.19586911394347,-0.323604701790807,-0.172316712511756,0,1,2.17586805229243
21,4,4,0.413880275124502,2.45624959554254,0.781876462138827,0.694059547630531,1.70843823171328,-0.0198802702900446,0,1,1.95625093472592
22,1,1,0.0182869480961172,2.86711654746843,0.315663719643741,1.30009625209432,-0.587495164068903,0.293188040682163,1,0,2.36711654821402
22,2,2,0.261013751388178,2.66911101422417,1.27441744657197,1.32803205630593,0.716125549165702,-0.461524803822467,1,0,2.16911101606526
22,3,3,0.354068461393842,2.20647785415845,0.0745095959261716,0.17532623561358,1.30551436811808,-0.0752003593722673,0,1,1.70647785765297
22,4,4,0.240548323201427,2.49647868592475,2.30361387199798,1.12528836774524,-0.73015753518971,-0.719496954427258,0,1,1.99647868769939
23,1,1,0.202127906005438,2.48691830055269,0.985569728739143,0.0487783309146797,-0.311394652209359,1.39512341678532,1,0,1.98691862657925
23,2,2,0.0497698310617032,2.69094294370719,1.02357768317424,0.975276484699516,-1.34284501691346,0.324103509271243,1,0,2.19094303303261
23,3,3,0.219615495950766,2.44925365317069,0.131568779053271,0.348810887188361,0.877663972887473,0.641949672386288,0,1,1.94925340658597
23,4,4,0.305253434928435,2.1098169081062,0.602055509332389,0.0861372371314591,0.0575678466590359,-0.363312513493843,0,1,1.60981657686987
24,1,1,0.112116017485426,2.87625730197255,0.00681431724965029,1.04519310441922,0.233783412754595,0.833828123964574,1,0,2.37625754883517
24,2,2,0.226447090609362,2.09372244208258,0.0880456705175576,0.491218554229205,-0.709540543758658,-1.25385553999877,1,0,1.59372285250545
24,3,3,0.0501117948766292,2.8549490357091,0.114973425347391,1.38209614371631,-0.904766414069891,0.0879665777985214,0,1,2.35495085327721
24,4,4,0.130278084276889,2.52413539503878,1.36158512798292,1.03193655712223,-1.85759052946772,-0.422714776356156,0,1,2.02413974342504
25,1,1,0.0115514470343517,2.85246501056218,0.786771086837223,1.71121097339865,-0.808563915978708,-0.578712212267015,1,0,2.35246500526752
25,2,2,0.563656951681741,2.20315254548063,2.33684047489782,0.107501764445747,0.23037687706276,0.044844125618971,1,0,1.70315251922127
25,3,3,0.173365689088445,2.68727100361847,0.407821702597243,0.752903673292317,1.90155285159238,0.755429679768274,0,1,2.18727095677668
25,4,4,0.183725266261344,2.145437207306,0.613618141607385,0.671409072839929,0.670127170304641,-1.35876903363483,0,1,1.64543722472145
26,1,1,0.0819387638835001,2.19222930624135,0.0327600044046901,0.00285264959103962,-0.155587212615413,0.202668721307401,1,0,1.69222926694164
26,2,2,0.292859505365313,2.47887789108443,0.704108219401002,0.641237733707769,1.02008254584488,0.177764081490002,1,0,1.97887785393833
26,3,3,0.270947983163009,2.4325030740443,0.864671796633467,0.62190706520766,0.83802730513179,0.026714508191972,0,1,1.93250305015696
26,4,4,0.22751331905327,2.23742890775078,0.288694540619273,0.793961032627752,0.849138152117189,-1.16867112098637,0,1,1.73742888484514
27,1,1,0.0765532146787789,2.97081772245912,0.512766777795246,1.65417805234317,0.0406860411078207,-0.0719634241949203,1,0,2.47081754329035
27,2,2,0.379504299960506,2.25742505573375,1.49754619339302,0.358603084688612,-0.769998896294369,-0.206412370752826,1,0,1.75742421845419
27,3,3,0.137764209431416,2.17771128259141,1.45278712437121,0.42054782481341,-1.98852906826027,-0.701651912662087,0,1,1.67771117238906
27,4,4,0.132077853799864,3.03865750318172,0.800135406696395,1.2664842672153,0.343863044350975,0.920114900574679,0,1,2.53865757966447
28,1,1,0.220536685475568,2.2456103959966,1.64420895521402,0.599017778200489,-1.61664779740443,-0.741202656880012,1,0,1.74561008321425
28,2,2,0.067307363840781,3.15040601945136,1.5137701309458,0.713783891901401,-0.863412132509481,2.37013466865896,1,0,2.65040592246899
28,3,3,0.233986086663802,2.62371571632545,0.729055428790949,0.765618436873185,0.0979518473830886,0.494102086784507,0,1,2.12371596943508
28,4,4,0.135040400457408,2.62919809606802,0.208807575556537,0.215020061329276,0.0794768015301359,1.615923913869,0,1,2.1291982588463
29,1,1,0.400624401349562,1.95310881400129,1.08561449215958,0.355362079331458,0.190114047636711,-1.72111657710337,1,0,1.45310253181162
29,2,2,0.0314292444929332,2.25589314229916,0.628625771826253,0.602717334278227,-1.2926140960648,-0.701616493050473,1,0,1.7558924952206
29,3,3,0.120489161831252,2.10851955107358,0.874099783193395,0.107673591483118,-0.467849542687431,-0.412820734215012,0,1,1.60852209836331
29,4,4,0.339727410387065,2.63824988969968,1.91782760523605,0.890197868523066,0.584467068839454,0.29952831282085,0,1,2.13825592029776
30,1,1,0.183395539459415,2.53930465934588,0.0974820398580459,0.292989284430721,1.58633700216285,1.11488574853899,1,0,2.03930291203864
30,2,2,0.205993550453571,2.08046814568895,0.506976331283341,0.488008313732957,0.375369305095982,-1.31425728080234,1,0,1.58046628143438
30,3,3,0.419619330873835,2.08622487211329,1.0247568787838,0.396530964381319,0.696883913137913,-1.10220674203778,0,1,1.58622487129313
30,4,4,0.0997883215594229,2.92209169494093,0.927898960412729,0.6072659797208,1.02917868996482,1.86251987790978,0,1,2.4220916369846
31,1,1,0.416418802820059,2.13867545907949,0.889210175360405,0.738136654940993,0.1780129692002,-1.52519560890327,1,0,1.63866963197869
31,2,2,0.032184343816031,2.99311037962926,0.98322848877503,1.52548149481871,-0.767346877088825,0.257284041979158,1,0,2.49310987992718
31,3,3,0.230719008301832,2.20831710608774,0.031378913046565,0.0145947125364014,0.505073479030945,0.254880496302903,0,1,1.70831711076201
31,4,4,0.137226080942742,2.69145910074862,0.868759605076553,0.148028224174175,0.11440601207207,1.98048400394987,0,1,2.19145905365263
32,1,1,0.412832762202102,2.14600362318987,0.914811405706496,0.381830967512046,0.224634284812146,-0.776859488360496,1,0,1.6460036270935
32,2,2,0.17577091973969,2.00626729406878,0.0343241633090398,0.407195556339772,-0.0282121530073936,-1.53731431188507,1,0,1.50626729462452
32,3,3,0.0593790929088297,2.95992118966746,0.250252567677206,1.53444803701989,0.0661727645059626,0.132138425806328,0,1,2.45992118910223
32,4,4,0.12591376939172,2.81324578806825,1.05756443524668,0.57820328484791,-0.282834796685788,1.55280656768942,0,1,2.31324578994933
33,1,1,0.294725336901004,2.454176381337,0.861316074176967,0.761138216111362,0.0764843963274005,-0.162528629847871,1,0,1.95417571485559
33,2,2,0.0879080940670409,2.10147807570242,0.353554441444606,0.459379445558065,-1.33090256036412,-1.15134441794014,1,0,1.60147776986078
33,3,3,0.325292309569889,2.63133850936262,0.829507285110628,0.772250062381015,0.678059705193779,0.50950690737612,0,1,2.13133997681141
33,4,4,0.0301580632222223,2.59327462910074,0.368743629460996,0.714902883595315,-1.31557626753287,0.480032120014288,0,1,2.09327481311017
34,1,1,0.0503855808340908,2.3117384053849,0.0615808684813207,0.173533982748585,-1.11297129131292,0.407226668982579,1,0,1.81173840538554
34,2,2,0.146362159351963,2.48451177932841,0.558035639184526,0.0328489654823408,-0.197500259966768,1.41728550015434,1,0,1.98451177933019
34,3,3,0.262316217312855,2.40868475099329,0.176380297891363,1.84959968857339,0.740244347856558,-2.52788423466269,0,1,1.90868475099242
34,4,4,0.311082821491204,2.26307096305794,1.04824133432793,1.08072981836348,-0.252335792986821,-1.62500240541726,0,1,1.76307096305608
35,1,1,0.083428506499793,2.44693250762371,1.01378309498869,0.625263268179472,-0.972334647877427,0.0795133354142429,1,0,1.94693235768638
35,2,2,0.290832006612973,2.3264633005862,0.948769757301631,0.00601424416475971,0.100496023826758,0.807024044236251,1,0,1.82646346911878
35,3,3,0.0567624553731866,2.45614278488486,0.0107039716788895,1.04699161449546,-0.202208614807611,-0.726187244255736,0,1,1.95614264939485
35,4,4,0.393993787565271,2.83075960870338,0.351498452675248,1.62832377861701,2.14369058318451,-0.48709442113708,0,1,2.33075941116202
36,1,1,0.432112222460747,2.74690240036485,1.68287352122561,0.508512147776291,1.13905897647772,1.45939615828886,1,0,2.24690240036485
36,2,2,0.15966791127007,2.36116819358135,1.0493301158414,1.01626989048624,0.00554474329491714,-1.06290496783211,1,0,1.86116819358135
36,3,3,0.0763192903392855,2.29967730280203,0.68979276469777,0.683448002104911,-0.678580692103019,-0.66603702333685,0,1,1.79967730280203
36,4,4,0.208431989239784,2.33423614885118,0.00743548144804898,0.281519910381694,1.07758135196827,0.289985196733157,0,1,1.83423614885118
37,1,1,0.0105513746140862,3.00139565951343,0.456974371451583,1.77069405849512,-2.1792719533116,-0.206597397724154,1,0,2.50139565951343
37,2,2,0.14328214755027,2.80935433938552,0.563648099739148,0.762208386884661,-0.0614687223373172,1.17132705586983,1,0,2.30935433938552
37,3,3,0.292288188015858,2.43340259512914,1.45672015097503,1.03222608768301,-0.760869713815143,-0.790200548891129,0,1,1.93340259512914
37,4,4,0.178123044402869,3.05319799688766,0.978299552906749,1.47657255353248,0.461875999124095,0.545628411732945,0,1,2.55319799688766
38,1,1,0.184404837415364,2.63235788747976,1.12922001736897,1.00538804371543,-0.570582416476554,0.0470507513522572,1,0,2.13235788313067
38,2,2,0.0978999454646585,2.84054021117608,0.0305424789211838,1.25668350665816,0.311272217798243,0.289686941390501,1,0,2.34054016936405
38,3,3,0.253546240392833,2.94211604906263,1.58477792765597,1.38370144239391,-0.0371223636227899,0.375516143690751,0,1,2.442116004767
38,4,4,0.148780877282611,2.10202598784401,0.878377552722744,0.343631472357067,-1.5439737241302,-0.917110353223915,0,1,1.60202599312563
39,1,1,0.342815182437757,2.41291940079275,0.241217620109577,0.984981112276431,1.19014619277347,-0.780917751557544,1,0,1.91291940445644
39,2,2,0.118030488625098,2.59127454525934,0.687476006300218,1.77979056108602,0.0343495895519767,-1.65739159914037,1,0,2.09127450344541
39,3,3,0.283603062437849,2.16170669840617,0.567287651329703,0.236049525083347,0.265310568610625,-0.409337838212186,0,1,1.66170660821066
39,4,4,0.08671097025033,2.44572928406974,0.988950528388495,0.75893015686273,-0.773302323233863,-0.19276547242328,0,1,1.94572927457564
40,1,1,0.0549211789151383,3.30076724312587,0.393506613317878,1.62187520860307,-0.0493352264742614,0.99539671804295,1,0,2.80076723432655
40,2,2,0.365270017450908,2.45818691237735,0.853260147001911,0.622234697235386,-0.299511614445952,0.13168243824423,1,0,1.95818687060976
40,3,3,0.0327280584222404,2.92015865282171,0.365243431957461,1.47310573512792,-1.73024564858286,0.12445256162942,0,1,2.42015842762287
40,4,4,0.0388710674726468,3.02026665714354,0.158249771684603,2.16387407374639,-1.15101853825352,-0.932831353515955,0,1,2.52026637234113
41,1,1,0.780914324780734,2.22147189036801,1.76652124399765,0.186340800983743,1.55083697680819,-0.0272398820445403,1,0,1.72147281978492
41,2,2,0.0167917016192202,2.57245801160234,0.598082461777622,1.08829130088812,-0.418332629802693,-0.346700355595816,1,0,2.07245787219268
41,3,3,0.0574326334989341,2.09379394368271,0.557637080698612,0.663938434194596,-0.677764913906152,-1.59894523813834,0,1,1.59379259171581
41,4,4,0.090429307721982,2.53697333831367,1.19822944754792,1.7282443575831,0.021957254196599,-1.7647760249144,0,1,2.03697137838906
42,1,1,0.502895404697482,2.55047964381059,2.14733189828438,0.660364219061447,0.713453001199775,0.423860672185234,1,0,2.05047943961356
42,2,2,0.00227340752632095,2.5197091335558,0.225214156533584,0.205403904618839,-2.82507266422199,1.21282036065101,1,0,2.0197091607819
42,3,3,0.277658737898727,1.81728484654015,0.370343979643724,0.0204467429027544,0.227565596951618,-1.83630785286877,0,1,1.31728553199367
42,4,4,0.123554540970992,2.05068770167018,1.88058604425109,0.602318080251275,-1.62558086962525,-1.6950470076349,0,1,1.55068790803046
43,1,1,0.0522794120225879,2.48575173882378,0.0529410331478111,0.609870362820691,-1.26791677771304,0.268239691834819,1,0,1.98575173882954
43,2,2,0.206989704858548,2.12565403047819,0.700169944756301,0.762455248885798,-1.25927469096102,-1.63762877693702,1,0,1.62565403048115
43,3,3,0.208951713815456,2.9101031884234,0.217485300631106,0.856257596375403,0.89610809110023,1.32484131412671,0,1,2.41010318842471
43,4,4,0.164541186774882,2.61290537696697,1.77970819380185,1.02731588986099,-1.49945270148192,-0.0701201296313859,0,1,2.11290537696545
44,1,1,0.0344374061740108,2.54147021103856,0.519713174345594,0.320146884543464,-1.47791290500073,1.06906815065824,1,0,2.04147021103856
44,2,2,0.0870236602340068,2.56335321681929,0.355512858143334,1.07617960523217,-0.342909901223013,-0.357699733932885,1,0,2.06335321681929
44,3,3,0.666726123122587,2.56598420495983,1.98459625982925,0.44086409211004,0.759222272509387,0.923125619305094,0,1,2.06598420495983
44,4,4,0.053313951617872,2.95142586952695,1.34988477915075,1.68595566424837,-0.361364215906573,-0.198552585860138,0,1,2.45142586952695
45,1,1,0.0939660213971032,2.74362438061649,0.635140967472916,1.11840594530941,-0.212040646685169,0.227928221060058,1,0,2.24362422048335
45,2,2,0.0775498073001695,2.21850669537244,0.787947140238094,0.457577029422132,-1.60709502758874,-0.583509098585576,1,0,1.71850653499462
45,3,3,0.281388929112387,2.44657539638424,1.36811789648466,1.17982747697544,-0.239531358822995,-1.03107923760705,0,1,1.94657606384396
45,4,4,0.320340797648206,2.63743174858197,1.44231520380026,1.00556651557037,0.197631658266041,0.0657097692627618,0,1,2.13743251638909
46,1,1,0.153918517875437,2.72882837967283,0.51233904989785,1.12746539939553,0.258452598684326,0.156877323840979,1,0,2.22882828651684
46,2,2,0.0556354851556996,2.78893437385274,0.302388635035836,0.697288520868583,-0.428987135873054,1.23011384258035,1,0,2.28893435143545
46,3,3,0.530886036247474,2.34966184600976,2.04581357952002,0.429740962890828,-0.647100500078733,0.0605402169434351,0,1,1.84966171912011
46,4,4,0.00998344250551071,2.76283617774005,0.173263228443835,1.22497299172919,-1.92182089146961,0.0830057551771948,0,1,2.26283616626522
47,1,1,0.0347907197159164,1.95036171852543,0.0663163273418185,0.00189841333483568,-0.283972305966662,-1.02929289853164,1,0,1.45036172525944
47,2,2,0.0556239521283369,2.28367936649342,2.01910647364834,0.201117484539096,-1.1008639305569,0.227191337049086,1,0,1.78367936214637
47,3,3,0.814749592836785,2.2820534935597,2.42397089089495,0.0671196460306781,1.94836465808696,0.487891436969893,0,1,1.78205348232963
47,4,4,0.0698185748553085,3.08537275212887,1.3017604029858,1.03872603933378,2.22023293492845,1.52150548374599,0,1,2.58537275114961
48,1,1,0.347065606865672,2.99672522249428,1.94336573904239,0.54707089377424,1.55375981141184,2.22569791609638,1,0,2.49672522440953
48,2,2,0.295656319503745,2.0315332433559,0.26054748427973,0.0560432818428012,1.14587797403262,-0.701931754748431,1,0,1.53153323977093
48,3,3,0.0422567005203616,2.70677672944412,0.37170643344615,0.519320574419496,0.234189525848548,1.29362249409747,0,1,2.20677672489483
48,4,4,0.232794274594592,2.15532017643976,0.578901752628093,0.272463314350373,0.630473289120204,-0.512971019786925,0,1,1.65532017794899
49,1,1,0.0869006387413279,2.32729788561948,1.03836726426488,0.898501808065624,-0.992730801815872,-0.974297108163666,1,0,1.8272978912377
49,2,2,0.27465045455384,2.9042326950404,1.85688448890765,1.37511104760882,0.493355424652601,0.26762436181717,1,0,2.40423269551833
49,3,3,0.300935419423554,2.18654930001431,1.0639795553835,0.760699147124412,-0.104311164873829,-1.33992155815234,0,1,1.6865492743344
49,4,4,0.180624488711024,2.63218389441366,1.37654456054497,0.749261498361483,-0.0360824413583923,0.558650988988985,0,1,2.13218387568174
50,1,1,0.348711648785812,1.96309060040344,0.656438519750231,0.110268873908992,0.580317148213344,-1.17612680259258,1,0,1.46309106890083
50,2,2,0.175374588324317,2.60944497949002,2.25057935229109,1.37386713381584,-0.408436094586251,-0.77633422774461,1,0,2.10944526425559
50,3,3,0.0558744547538428,2.83680934511947,1.43741702572861,1.21952005260629,-0.272597281884033,0.351250402279281,0,1,2.33680897647245
50,4,4,0.317140722992445,2.72016837606275,1.47784932442317,0.727095218637513,1.18992678322759,0.926468558127184,0,1,2.22016690263489
51,1,1,0.0453015710904561,2.48459292264987,0.357831679317168,0.114197796092954,-0.713528416917576,1.25491545223241,1,0,1.98459305005071
51,2,2,0.186136106670601,2.59046621418901,1.29633915855842,0.557168646978489,-0.0271528644730078,0.784761711621792,1,0,2.09046676943125
51,3,3,0.270236618876892,3.4561185151863,2.17810576082406,1.94819321258474,1.34128935950836,0.774629077868384,0,1,2.95611804960754
51,4,4,0.344784012061336,2.18115772197722,1.00832391357152,0.253103547010325,0.204769847901152,-0.350348322520798,0,1,1.68115716741733
