market_ids,firm_id,product_ids,x,w,satellite,wired,xi,omega,mc,prices,shares,x**2,w**2,x*w,sum_x_competitors,sum_w_competitors,x_other_in_nest,w_other_in_nest
7,1,0,0.16168912770247268,0.3248685855058814,1,0,-0.47679373757935994,1.7132233577920992,2.2152606379998674,3.4945615446636777,0.020395834338362253,0.026143374017186517,0.10553959784859217,0.05252771820838212,2.154421949549596,2.195258603130464,1.0588949848603804,1.4476851861583224
7,2,1,1.0588949848603804,1.4476851861583226,1,0,1.4207755888061904,0.4157833456971366,2.4940158805802914,3.7733167872441022,0.19106150258572868,1.121258588962465,2.0957923982222573,1.532946583279714,1.2572160923916882,1.072442002478023,0.16168912770247257,0.32486858550588127
7,3,2,0.07389192133554998,0.5494655019345084,0,1,1.7861495120269444,0.539579804157201,2.0234699829548632,3.3415395504180143,0.21281627615852222,0.005460016038659106,0.30191233781614124,0.040601061645543175,2.2422191559165188,1.9706616867018374,1.0216350433536656,0.19810791503763325
7,4,3,1.0216350433536656,0.19810791503763323,0,1,-0.5255753423820076,-0.9539210785789852,1.5376985397969674,2.855768107260119,0.14373774073178364,1.0437381618082462,0.0392467460005581,0.20239398836817674,1.294476033898403,2.3220192735987126,0.07389192133555,0.5494655019345084
8,1,0,0.5486648936749109,0.6617922507044505,1,0,1.4138412953098192,0.8326043057142242,2.158737588111808,3.421768857735394,0.2148409804975191,0.3010331655513013,0.43796898309246224,0.3631021748676373,1.6885675962382063,2.3080021891741884,0.15338812568433324,1.105291717156189
8,2,1,0.15338812568433322,1.105291717156189,1,0,0.4773056382716332,-1.253497347126341,1.8582510708633064,3.121282340486893,0.10344693111369645,0.023527917100952804,1.2216697800140768,0.16953862482900597,2.083844364228784,1.8645027227224498,0.5486648936749109,0.6617922507044505
8,3,2,1.3655444903254665,1.0500750413112352,0,1,-0.3920144395097114,-0.3605185637374209,2.049209153341349,3.2722871933007838,0.11973671667113706,1.8647117550582382,1.1026575923847923,1.433924187090844,0.8716879995876508,1.9197193985674035,0.1696349802284065,0.15263543070676433
8,4,3,0.1696349802284065,0.15263543070676433,0,1,-0.20370899014255775,-0.5913089191001997,1.5908130580363937,2.8138910979958283,0.10934231158678735,0.028776026517091866,0.023297574707039456,0.025892308270096278,2.0675975096847106,2.817159009171874,1.3655444903254665,1.0500750413112352
9,1,0,0.7438384231442025,0.067410709502246,1,0,1.2941535462315403,-0.36334262603884027,1.6022915912942837,3.0548153389197727,0.39780125455847176,0.5532955997456536,0.004544203755596199,0.05014267585918256,2.3743532322315213,3.04770136443234,0.009866196309899933,0.8989531721936541
9,2,1,0.009866196309899905,0.8989531721936541,1,0,0.1253277687790828,1.2272543944739098,2.406431855133626,3.858955602759115,0.011880209972025312,9.73418296254825e-05,0.8081168057970336,0.008869248470269844,3.108325459065824,2.2161589017409318,0.7438384231442025,0.06741070950224604
9,3,2,0.8528247852916271,0.6850730069924088,0,1,-1.330825978076905,-2.0897075044649767,1.5069003816194724,2.884588655589746,0.05318388779127851,0.7273101144077099,0.469325024909621,0.5842472400973904,2.2653668700840965,2.430039066942177,1.5116622506299946,1.4636751852462768
9,4,3,1.5116622506299946,1.4636751852462768,0,1,0.7278465169333386,-0.02901702399403104,2.3685824842844814,3.746270758254756,0.14372492711979692,2.285122759979741,2.1423450479057227,2.212582524720661,1.6065294047457293,1.651436888688309,0.8528247852916271,0.6850730069924089
10,1,0,1.4508559088211743,0.16533139268210068,1,0,1.4050184609471281,1.0043823373527283,1.9481508494527908,3.4446264843211094,0.37409059824658153,2.104982868161316,0.027334469406202974,0.23987202798645962,2.277289061126149,2.314748169452375,2.037919816875487,1.1802484271626374
10,2,1,2.037919816875487,1.1802484271626374,1,0,-0.11570277882509952,-0.9848267493701812,1.9580689600380163,3.4545445949063343,0.14417162879395182,4.153117180013818,1.3929863498198796,2.4052516585508634,1.6902251530718364,1.2998311349718383,1.4508559088211745,0.16533139268210073
10,3,2,0.030074858654263997,1.0632269797452405,0,1,-1.3627035353648327,0.31922598975593647,2.2382851030268247,3.5620529859279095,0.006813915359477708,0.000904497123073958,1.130451610458186,0.031976401133238117,3.698070111293059,1.4168525823892353,0.2092943855963978,0.0712727625444971
10,4,3,0.2092943855963978,0.0712727625444972,0,1,0.10608747862421328,0.836203763101558,1.8632898483455196,3.187057731246605,0.07496099772149827,0.04380413984217364,0.0050798066807242834,0.014916989046508495,3.5188505843509255,2.4088067995899785,0.030074858654263986,1.0632269797452405
11,1,0,1.8371635156224078,0.8258862026399116,1,0,1.0673052330614348,1.061057865568561,2.3142919412802305,3.7165938711338997,0.2770291492131749,3.3751697831340848,0.6820880197109732,1.5172879995459803,3.0396299275206107,3.8324830759822905,1.3134266692188752,2.642465510995527
11,2,1,1.3134266692188752,2.642465510995527,1,0,-0.447998360372108,0.2968979881106686,3.3125842543446136,4.714886184198281,0.004896387393168534,1.7250896154153885,6.982623976800851,3.470684674632608,3.5633667739241432,2.0159037676266753,1.8371635156224078,0.8258862026399116
11,3,2,0.879996723169453,0.886433329778046,0,1,-0.3572350728195997,1.477065759449768,2.475002861980475,3.8777930444380964,0.017734349096497532,0.7743942327889749,0.7857640481413941,0.7800584255128675,3.9967967199735654,3.771935948844156,0.8462065351322825,0.30358423520871747
11,4,3,0.8462065351322824,0.30358423520871747,0,1,1.6209822063317259,1.0223304738478949,2.0211918618517513,3.4239820443093727,0.3072164282710092,0.7160655001005827,0.09216338786726189,0.25689496379675264,4.030586908010736,4.354785043413485,0.8799967231694531,0.886433329778046
12,1,0,0.0062262518585618305,1.408638896234527,1,0,-1.1672814246048577,1.0381601470072506,2.6696029204892997,3.865639891325078,0.004669712786654489,3.876621220624465e-05,1.9842635399848267,0.00877054054572271,3.381837244236869,3.1806722841624824,1.467872899045128,0.4499860828851634
12,2,1,1.467872899045128,0.4499860828851634,1,0,-1.599297088222871,-1.7046347004058349,1.4909554904198155,2.6869924612555933,0.13810626315582042,2.1546508477511486,0.20248747479033313,0.6605223760146061,1.9201905970503028,4.139325097511846,0.006226251858561849,1.408638896234527
12,3,2,0.24313563517955492,1.4522629446984079,0,1,-2.098152567029541,-0.4696977219991796,2.235250988632102,3.5140168120246464,0.0037787275317742184,0.05911493709416562,2.109067660544091,0.3530968735069782,3.144927860915876,3.137048235698602,1.6708287100121861,1.2784232565789109
12,4,3,1.6708287100121861,1.2784232565789109,0,1,1.3517845319151225,0.28031428099980554,2.3505400241556442,3.629305847548189,0.3940348762899209,2.791668578200986,1.6343660229618278,2.1360262806393195,1.7172347860832446,3.3108879238180986,0.24313563517955483,1.4522629446984079
13,1,0,0.2804571821703997,0.7043146614427728,1,0,-0.5270841138820946,1.2472048388867936,2.2978623327706686,3.3810793217672153,0.034573885397796635,0.07865623103096077,0.4960591423232476,0.19753010530953913,3.2225201449590215,2.813843232685343,0.7674533440361097,0.8471472872686879
13,2,1,0.7674533440361095,0.8471472872686879,1,0,0.050769612948423616,0.5491734071220903,2.182418133725166,3.2656351227217115,0.1263223440967327,0.5889846352722071,0.7176585263266969,0.6501460185054733,2.735523983093312,2.6710106068594275,0.28045718217039983,0.7043146614427728
13,3,2,0.5190012900011721,1.3308146337739435,0,1,-0.046603222902411735,0.7139592606571624,2.514184674808585,3.6734586986671194,0.0336237912509029,0.26936233902288076,1.7710675894668753,0.6906945116811141,2.983976037128249,2.1873432603541723,1.9360655109217397,0.6358813116427113
13,4,3,1.93606551092174,0.6358813116427113,0,1,-0.31986821257241466,0.3460367761846439,2.018238144109308,3.1775121679678415,0.28455489343343404,3.748349662580658,0.404345042496455,1.231107876511132,1.5669118162076814,2.882276582485404,0.519001290001172,1.3308146337739435
14,1,0,0.42517752511005297,0.2644082093561805,1,0,1.5621454027737462,1.816396777606304,2.2103517141465785,3.423503538716316,0.23689769125419152,0.18077592785870972,0.06991170117494176,0.11242042807284157,1.0566354459425795,2.201164509038365,0.9087749415004585,0.8050286342271938
14,2,1,0.9087749415004585,0.8050286342271938,1,0,-1.1438406644923058,1.0172868758367215,2.289693619574086,3.502845444143824,0.021901516997835664,0.8258718942991616,0.648071101925701,0.7315898499760121,0.573038029552174,1.6605440841673516,0.4251775251100529,0.2644082093561805
14,3,2,0.08606034176048043,0.3419869759445331,0,1,1.8867943139261314,1.195105041409884,2.0852419134636913,3.3217961543718446,0.27685808024872216,0.007406382423930691,0.11695509171568666,0.029431516027419717,1.395752629292152,2.1235857424500124,0.06180016268164072,1.0541488988666379
14,4,3,0.06180016268164072,1.0541488988666379,0,1,-1.03204491644832,0.17119077543915762,2.1922667882473177,3.4288210291554715,0.011779442724670642,0.0038192601074772585,1.1112299009817452,0.06514657344063066,1.4200128083709918,1.4114238195279076,0.08606034176048043,0.3419869759445331
15,1,0,0.9476024856611103,0.5343981135915941,1,0,-0.2685176492175247,-0.05096219822676674,1.8724153971376263,2.987622634245282,0.161884178678577,0.8979504708311147,0.28558134381025424,0.5063969807720029,3.2704799028336256,4.795013031085768,1.396471331872077,2.2444723269152593
15,2,1,1.396471331872077,2.2444723269152593,1,0,2.325145515975784,1.1633005050606724,3.3418703820016074,4.457077619109263,0.17955887970537343,1.9501321807405725,5.037656026288399,3.134341259717372,2.821611056622659,3.0849388177621027,0.9476024856611103,0.5343981135915943
15,3,2,0.7075176647472833,0.8636476230941775,0,1,-0.6980066580876582,0.5055590631601934,2.1795246197105884,3.230487268001495,0.0616087016309897,0.5005812459294492,0.7458872168762225,0.6110459494561343,3.5105647237474527,4.465763521583185,1.1664909062142659,1.6868930810763314
15,4,3,1.1664909062142659,1.6868930810763312,0,1,-0.35224431050837146,-0.09252043768188671,2.4847156229584155,3.5356782712493224,0.07482534790850413,1.3607010342805792,2.8456082669831977,1.9677454388313047,3.05159148228047,3.642518063601031,0.7075176647472832,0.8636476230941776
16,1,0,0.9390544921789118,0.2297780109001059,1,0,-0.33429375351936336,-2.7216424899623184,1.2426412958035757,2.6344733164883634,0.22934205692345858,0.8818233392813939,0.05279793429320919,0.2157740733396794,3.9367158990191657,2.364050684842098,1.6420416536402747,1.5872894603950494
16,2,1,1.6420416536402747,1.5872894603950494,1,0,0.7289814604773094,0.037676100982093334,2.463373809753934,3.855205830438722,0.1167473192710418,2.6963007922896876,2.5194878310812068,2.606395410352866,3.233728737557803,1.0065392353471543,0.9390544921789119,0.22977801090010597
16,3,2,0.9454193068815925,0.2418886345428108,0,1,-0.7460193052330499,-0.09469369198205066,1.7308895154299466,3.109138576543049,0.0624029907724081,0.8938176658244708,0.058510111520985474,0.22868618521199902,3.9303510843164853,2.351940061199393,1.3492549384972983,0.5348725899042373
16,4,3,1.349254938497298,0.5348725899042373,0,1,0.5573631507995886,0.489457715098819,2.003509438048622,3.381758499161724,0.1994555582166946,1.8204888890593476,0.28608868743086635,0.7216794833951321,3.52651545270078,2.058956105837966,0.9454193068815926,0.24188863454281084
17,1,0,0.043950774411710615,0.06453307526597128,1,0,1.1342856480815868,-0.039828289864866626,1.667215271632737,2.9826218097755772,0.22068797464611725,0.0019316705713890766,0.004164517803283515,0.0028362786331086456,1.7487355888598102,2.421784452459862,0.90267669911978,0.7239106497079474
17,2,1,0.90267669911978,0.7239106497079474,1,0,0.8102098146610609,1.7597605010062907,2.4619352435808777,3.777341781723716,0.07685803138713326,0.8148252231337818,0.5240466287605825,0.6534572757360253,0.8900096641517409,1.7624068780178859,0.04395077441171058,0.0645330752659713
17,3,2,0.3227026125808358,1.479395392146112,0,1,1.8049732283882278,-0.8504022982123144,2.145877502415806,3.451559598250003,0.22623915639809566,0.10413697616649702,2.1886107263031485,0.47740475808560046,1.469983750690685,1.0069221355797213,0.5233562771591944,0.21847841060580286
17,4,3,0.5233562771591945,0.21847841060580278,0,1,-0.7170701326422292,-0.27653657653352487,1.6821160099156942,2.9877981057498912,0.05613311605942936,0.2739017928419316,0.047732815900837756,0.11434204761431083,1.2693300861123262,2.2678391171200305,0.32270261258083577,1.479395392146112
18,1,0,0.681385161014217,0.6815128187947707,1,0,-1.0985745595998961,-1.2079833609191724,1.6809855941561789,3.064903203660298,0.03679218152569979,0.4642857376503704,0.4644597221815939,0.4643727217677277,1.1077253103332478,0.8080922778055372,0.7425462029071526,0.2126627618949305
18,2,1,0.7425462029071525,0.21266276189493044,1,0,1.589931672861608,1.0747951174376713,1.9887674602746197,3.3726850697787376,0.3108743795114057,0.5513748634518301,0.04522545029677988,0.15791192634482848,1.0465642684403123,1.2769423347053774,0.6813851610142171,0.6815128187947708
18,3,2,0.14661607855820374,0.37332929435044854,0,1,0.5472613640824437,-0.425352343597719,1.7162870757560547,3.0648784872582264,0.12261406893070007,0.021496274491785372,0.13937476202020385,0.054736077148564134,1.642494392789261,1.1162758022498593,0.21856302886789164,0.22210022156015813
18,4,3,0.21856302886789164,0.22210022156015816,0,1,-0.41023887574726414,-2.0394976447130664,1.3506525550865884,2.69924396658876,0.10508373657004778,0.04776979758790684,0.04932850841707134,0.048542897136417976,1.5705474424795731,1.2675048750401496,0.14661607855820374,0.3733292943504485
19,1,0,0.4787980701139152,0.162976010450193,1,0,0.5708293308042977,-0.2412476378304348,1.6662707538944472,2.96377880185398,0.20080665102429213,0.22924759194480962,0.02656117998226142,0.07803259927841769,2.945673556927793,1.174673584912137,0.9142970350253583,0.5265939058868758
19,2,1,0.9142970350253583,0.5265939058868757,1,0,1.007520463778737,1.4906988953086895,2.2659312863581746,3.563439334317708,0.14477944896741343,0.8359390682561613,0.2773011417171957,0.481463246814793,2.51017459201635,0.8110556894754543,0.4787980701139152,0.16297601045019305
19,3,2,0.26448857058146014,0.05888484197753889,0,1,-0.1704693646905319,1.1016448492189606,1.920195140681529,3.1810258308281623,0.05662735195363086,0.06995420396822402,0.0034674246147197263,0.015574367683554422,3.1599830564602485,1.278764753384791,1.7668879513209748,0.5891948370477225
19,4,3,1.7668879513209748,0.5891948370477225,0,1,-0.10379400252040741,0.9719332105422599,2.1571552948635184,3.4179859850101515,0.16929564294316607,3.1218930325232312,0.3471505560036922,1.0410412585601458,1.6575836757207336,0.7484547583146075,0.26448857058146014,0.05888484197753885
20,1,0,0.05113630079605927,0.651356778362184,1,0,-1.1666099193720207,-1.2828655325351632,1.652816831606579,2.7282537788194956,0.05262781135999749,0.0026149212591050517,0.42426565271836325,0.03330797614388075,3.1479831184589213,2.0659533758972546,0.6549461520561577,0.7166708275167827
20,2,1,0.6549461520561577,0.7166708275167826,1,0,-0.8622226966620712,-0.6607411075106938,1.8158888428845383,2.8913257900974543,0.09418846901736189,0.4289544620931676,0.5136170750135899,0.469380800773019,2.544173267198823,2.0006393267426557,0.05113630079605924,0.6513567783621841
20,3,2,1.6538331017688295,0.15417632199075118,0,1,-0.9810874682161804,-1.2181986917754932,1.471480804899709,2.620992366934027,0.32506401944967206,2.7351639285063074,0.023770338262595787,0.25498190481727384,1.545286317486151,2.5631338322686874,0.8392038646339341,1.1951062263897207
20,4,3,0.8392038646339343,1.1951062263897207,0,1,-0.7150896248031839,1.2611333062581755,2.6023586838518744,3.7518702458861917,0.019562901542560348,0.7042631264165307,1.4282788923554786,1.0029377638343313,2.3599155546210464,1.5222039278697177,1.6538331017688295,0.15417632199075126
21,1,0,0.294670123747669,0.46188030727820634,1,0,1.3286101534780481,1.3365566347529199,2.1870194960306795,3.364011277566787,0.1977224604748318,0.08683048182946655,0.2133334182514103,0.13610232730228045,2.3124802709989876,2.4698396489257677,0.8355951717812311,0.9411774414757246
21,2,1,0.835595171781231,0.9411774414757245,1,0,-0.18924767415121335,0.6787135086872039,2.2708030806611044,3.4477948621972123,0.0629514871013351,0.698219291104105,0.8858149763427907,0.7864433258865274,1.7715552229654254,1.9905425147282494,0.2946701237476691,0.4618803072782064
21,3,2,0.4337506060864461,0.24620017986611573,0,1,0.2892780143766771,-0.09792852794945099,1.7320557173142461,2.8936889296977593,0.20554651738477092,0.18813958828035934,0.06061452856610774,0.10678947723551974,2.1733997886602103,2.685519776337858,1.0431344931313102,1.2824620275839274
21,4,3,1.0431344931313102,1.2824620275839274,0,1,-0.45561887156973013,0.4407782431719427,2.4005857913308413,3.562219003714355,0.04713893115255698,1.0881295707603156,1.644708852194678,1.3377803771039125,1.5640159016153463,1.6492579286200466,0.4337506060864462,0.24620017986611575
22,1,0,0.8584475350407861,0.19208441046416636,1,0,-3.094125670318122,-0.2919675094220841,1.667832974845968,3.041119174019564,0.007110838770073991,0.7369321704176016,0.03689642074336634,0.16489438868272618,4.457247804577979,2.8285146058124386,1.3449055967035413,2.165108164118406
22,2,1,1.3449055967035415,2.165108164118406,1,0,-0.0368350038209186,-3.037218510467712,1.937938399231501,3.311224598405098,0.14333120724292783,1.808771064044509,4.687693362332174,2.911866087391374,3.9707897429152235,0.8554908521581992,0.8584475350407859,0.19208441046416613
22,3,2,2.7245223466511153,0.230411865376201,0,1,-0.35033236708591203,-0.23346959811734808,1.696248870997477,3.1719696051889383,0.4179700299141662,7.4230220174012995,0.05308962770614058,0.627762276151028,2.5911729929676497,2.790187150900404,0.3878198612233228,0.43299457631783206
22,4,3,0.3878198612233228,0.4329945763178321,0,1,0.40317400953693927,1.208778927804927,2.136878266522886,3.612599000714348,0.03555052170289829,0.15040424475927736,0.18748430312065895,0.1679238964980331,4.927875478395443,2.587604439958773,2.7245223466511153,0.23041186537620095
23,1,0,1.1806553916733697,1.1214430008310368,1,0,-0.366318094044503,-1.4419149923421326,1.8223399756050895,3.423374929792291,0.057953302885921446,1.3939471538873982,1.2576344041129208,1.3240377253855269,6.833975200227475,0.7385433904836292,1.720167445932079,0.025393392511952273
23,2,1,1.7201674459320788,0.025393392511952266,1,0,-0.8417710858264876,-0.42345533261115637,1.5736793798289752,3.1747143340161768,0.10159738713449537,2.9589760420444913,0.0006448243832660734,0.043680887140835706,6.294463145968766,1.8345929988027136,1.18065539167337,1.1214430008310368
23,3,2,2.9298051224794293,0.47934697285623645,0,1,-1.3940058387394691,-3.947582762783308,1.1347233739842943,2.8407122207545985,0.29059441362918376,8.583758055706703,0.22977352038643747,1.4043932165192095,5.084825469421416,1.3806394184584294,2.184002631815967,0.23380302511544043
23,4,3,2.184002631815967,0.23380302511544038,0,1,0.3701014842432132,0.23461367441088557,1.7999834412967477,3.505972288067051,0.21266395101453062,4.769867495779071,0.05466385455313125,0.5106264221786564,5.830627960084878,1.6261833661992255,2.9298051224794293,0.4793469728562365
24,1,0,0.28300618950873035,0.6194800387503874,1,0,0.44583358216909064,-1.181122021231827,1.6606843177568673,3.0245517299535147,0.13782303471787835,0.0800925033002514,0.38375551841018146,0.17531668524346775,2.763421622004578,1.2169943603935092,1.2277362354869992,0.0872123677164165
24,2,1,1.2277362354869992,0.08721236771641651,1,0,-0.6927483046825289,0.34116087774012543,1.7584771901427716,3.122344602339419,0.09336652903251698,1.5073362639277883,0.007605997082703448,0.1070737840280611,1.8186915760263094,1.74926203142748,0.28300618950873035,0.6194800387503874
24,3,2,0.7965407291525717,0.7225814185645519,0,1,0.9064200466149703,-0.550884102470484,1.8437192109712575,3.2310685073464582,0.22032870666411736,0.6344771331989105,0.5221239064547603,0.5755655300155078,2.249887082360737,1.1138929805793447,0.7391446573650071,0.40720057411254074
24,4,3,0.7391446573650072,0.40720057411254074,0,1,0.737007704611586,0.655969019364466,1.9813853483776835,3.3687346447528843,0.1333503484750186,0.5463348245112339,0.16581230755758278,0.30098012883124814,2.307283154148301,1.429273825031356,0.7965407291525716,0.7225814185645519
25,1,0,1.1273697953718356,2.095237663506287,1,0,-1.3935177586008713,-0.206629221041153,2.7127985118048143,4.036927490041715,0.0064077057499888155,1.2709626555167344,4.390020866575284,2.3621076559624457,4.189767366159013,0.6758476552944601,2.236104351286172,0.38821460266140395
25,2,1,2.2361043512861722,0.38821460266140384,1,0,-0.5889317719356897,-0.3263830221319935,1.744129841119747,3.0682588193566485,0.3013158871723637,5.000162669840953,0.15071057771955165,0.8680883622439975,3.0810328102446767,2.382870716139343,1.1273697953718353,2.095237663506287
