market,product,x,w,xi,omega,mc,price,share,satellite,wired
5,2,0.589967859511858,0.5113633812696944,0.031451970423910965,0.4185262747480935,1.9741869242440626,3.2968915578695963,0.07405792444940767,1,0
5,3,0.11701262883311826,0.7248243359758823,1.7914053678587365,-0.727714734228694,1.8044245682700788,3.167635250674904,0.30393205267218987,0,1
5,4,0.6864095449842859,1.036209490226617,0.04991250176440661,-0.3827019075561641,2.036463314831243,3.39967399723607,0.059182785990092406,0,1
6,1,0.5944106864386735,1.7816037050772493,0.3668678282205626,0.1891797310399,2.6354353660410563,3.7671953591461946,0.04781565952648391,1,0
6,2,1.438542609926243,0.8290529076044639,-0.9470626452479067,-1.2950849278236585,1.7252597363112325,2.8570197294163706,0.18454731869361116,1,0
6,3,0.13961733857546044,0.5262808229825675,-0.8020373317263036,2.2128031159848334,2.479781856560428,3.6215948096842547,0.012034069863936021,0,1
6,4,0.25685347528457314,0.11654059746054213,0.6072929287607379,0.042084856295093426,1.7064168392256707,2.848229792349499,0.2600927281577057,0,1
7,1,0.16168912770247268,0.3248685855058814,-0.47679373757935994,1.7132233577920992,2.2152606379998674,3.493988341538213,0.020407707096456767,1,0
7,2,1.0588949848603804,1.4476851861583226,1.4207755888061904,0.4157833456971366,2.4940158805802914,3.7727435841186376,0.19117272269880453,1,0
7,3,0.07389192133554998,0.5494655019345084,1.7861495120269444,0.539579804157201,2.0234699829548632,3.343050700908731,0.21238959181303352,0,1
7,4,1.0216350433536656,0.19810791503763323,-0.5255753423820076,-0.9539210785789852,1.5376985397969674,2.857279257750833,0.14344955486116773,0,1
8,1,0.5486648936749109,0.6617922507044505,1.4138412953098192,0.8326043057142242,2.158737588111808,3.4196600404500326,0.21914852388535716,1,0
8,2,0.15338812568433322,1.105291717156189,0.4773056382716332,-1.253497347126341,1.8582510708633064,3.1191735232015336,0.1055210332848881,1,0
8,3,1.3655444903254665,1.0500750413112352,-0.3920144395097114,-0.3605185637374209,2.049209153341349,3.2774653599666737,0.11667137208229772,0,1
8,4,0.1696349802284065,0.15263543070676433,-0.20370899014255775,-0.5913089191001997,1.5908130580363937,2.8190692646617186,0.10654307111592698,0,1
9,1,0.7438384231442025,0.067410709502246,1.2941535462315403,-0.36334262603884027,1.6022915912942837,3.0546946078339685,0.39837120466771886,1,0
9,2,0.009866196309899905,0.8989531721936541,0.1253277687790828,1.2272543944739098,2.406431855133626,3.858834871673311,0.011897231353667099,1,0
9,3,0.8528247852916271,0.6850730069924088,-1.330825978076905,-2.0897075044649767,1.5069003816194724,2.892742814777122,0.05260713392429859,0,1
9,4,1.5116622506299946,1.4636751852462768,0.7278465169333386,-0.02901702399403104,2.3685824842844814,3.754424917442131,0.1421662989160248,0,1
10,1,1.4508559088211743,0.16533139268210068,1.4050184609471281,1.0043823373527283,1.9481508494527908,3.4392929740398817,0.3817300219872826,1,0
10,2,2.037919816875487,1.1802484271626374,-0.11570277882509952,-0.9848267493701812,1.9580689600380163,3.449211084625107,0.14711580373153726,1,0
10,3,0.030074858654263997,1.0632269797452405,-1.3627035353648327,0.31922598975593647,2.2382851030268247,3.577873616746139,0.006416042353196813,0,1
10,4,0.2092943855963978,0.0712727625444972,0.10608747862421328,0.836203763101558,1.8632898483455196,3.2028783620648347,0.07058393168181142,0,1
11,1,1.8371635156224078,0.8258862026399116,1.0673052330614348,1.061057865568561,2.3142919412802305,3.7229452126850044,0.27745652465215137,1,0
11,2,1.3134266692188752,2.642465510995527,-0.447998360372108,0.2968979881106686,3.3125842543446136,4.721237525749385,0.004903941095432393,1,0
11,3,0.879996723169453,0.886433329778046,-0.3572350728195997,1.477065759449768,2.475002861980475,3.8924538520381766,0.017492160102041493,0,1
11,4,0.8462065351322824,0.30358423520871747,1.6209822063317259,1.0223304738478949,2.0211918618517513,3.438642851909453,0.30302092961253196,0,1
12,1,0.0062262518585618305,1.408638896234527,-1.1672814246048577,1.0381601470072506,2.6696029204892997,3.863011905768372,0.004723981301963994,1,0
12,2,1.467872899045128,0.4499860828851634,-1.599297088222871,-1.7046347004058349,1.4909554904198155,2.684364475698888,0.139711248772459,1,0
12,3,0.24313563517955492,1.4522629446984079,-2.098152567029541,-0.4696977219991796,2.235250988632102,3.5065724090682453,0.003800117975899866,0,1
12,4,1.6708287100121861,1.2784232565789109,1.3517845319151225,0.28031428099980554,2.3505400241556442,3.6218614445917883,0.3962654104932898,0,1
13,1,0.2804571821703997,0.7043146614427728,-0.5270841138820946,1.2472048388867936,2.2978623327706686,3.376827954592448,0.034380972224213456,1,0
13,2,0.7674533440361095,0.8471472872686879,0.050769612948423616,0.5491734071220903,2.182418133725166,3.2613837555469436,0.12561749869061842,1,0
13,3,0.5190012900011721,1.3308146337739435,-0.046603222902411735,0.7139592606571624,2.514184674808585,3.64512932022139,0.034975429388118734,0,1
13,4,1.93606551092174,0.6358813116427113,-0.31986821257241466,0.3460367761846439,2.018238144109308,3.1491827895221136,0.295993676265088,0,1
14,1,0.42517752511005297,0.2644082093561805,1.5621454027737462,1.816396777606304,2.2103517141465785,3.4380904653594406,0.2324075168844873,1,0
14,2,0.9087749415004585,0.8050286342271938,-1.1438406644923058,1.0172868758367215,2.289693619574086,3.517432370786948,0.021486394208918968,1,0
14,3,0.08606034176048043,0.3419869759445331,1.8867943139261314,1.195105041409884,2.0852419134636913,3.3213562208572665,0.2773567685389127,0,1
14,4,0.06180016268164072,1.0541488988666379,-1.03204491644832,0.17119077543915762,2.1922667882473177,3.4283810956408938,0.01180066034687805,0,1
15,1,0.9476024856611103,0.5343981135915941,-0.2685176492175247,-0.05096219822676674,1.8724153971376263,2.989196039226853,0.16320101239986864,1,0
15,2,1.396471331872077,2.2444723269152593,2.325145515975784,1.1633005050606724,3.3418703820016074,4.458651024090833,0.1810194868486023,1,0
15,3,0.7075176647472833,0.8636476230941775,-0.6980066580876582,0.5055590631601934,2.1795246197105884,3.2276198360243415,0.06162427271276764,0,1
15,4,1.1664909062142659,1.6868930810763312,-0.35224431050837146,-0.09252043768188671,2.4847156229584155,3.532810839272168,0.07484425938659882,0,1
16,1,0.9390544921789118,0.2297780109001059,-0.33429375351936336,-2.7216424899623184,1.2426412958035757,2.6592307892990172,0.22441272137476795,1,0
16,2,1.6420416536402747,1.5872894603950494,0.7289814604773094,0.037676100982093334,2.463373809753934,3.8799633032493763,0.1142380249932411,1,0
16,3,0.9454193068815925,0.2418886345428108,-0.7460193052330499,-0.09469369198205066,1.7308895154299466,3.1228129283581754,0.06236182409306514,0,1
16,4,1.349254938497298,0.5348725899042373,0.5573631507995886,0.489457715098819,2.003509438048622,3.3954328509768508,0.19932397921852996,0,1
17,1,0.043950774411710615,0.06453307526597128,1.1342856480815868,-0.039828289864866626,1.667215271632737,2.9998983739192138,0.22097407610429462,1,0
17,2,0.90267669911978,0.7239106497079474,0.8102098146610609,1.7597605010062907,2.4619352435808777,3.794618345867355,0.07695767068505034,1,0
17,3,0.3227026125808358,1.479395392146112,1.8049732283882278,-0.8504022982123144,2.145877502415806,3.4707967626426144,0.22355919878401018,0,1
17,4,0.5233562771591945,0.21847841060580278,-0.7170701326422292,-0.27653657653352487,1.6821160099156942,3.0070352701425014,0.05546818089002343,0,1
18,1,0.681385161014217,0.6815128187947707,-1.0985745595998961,-1.2079833609191724,1.6809855941561789,3.0562494787505536,0.03742801381601252,1,0
18,2,0.7425462029071525,0.21266276189493044,1.589931672861608,1.0747951174376713,1.9887674602746197,3.3640313448689936,0.3162468244311533,1,0
18,3,0.14661607855820374,0.37332929435044854,0.5472613640824437,-0.425352343597719,1.7162870757560547,3.0534584711226294,0.12503879684911254,0,1
18,4,0.21856302886789164,0.22210022156015816,-0.41023887574726414,-2.0394976447130664,1.3506525550865884,2.6878239504531645,0.10716179720415449,0,1
19,1,0.4787980701139152,0.162976010450193,0.5708293308042977,-0.2412476378304348,1.6662707538944472,2.979087014925028,0.2005389596212503,1,0
19,2,0.9142970350253583,0.5265939058868757,1.007520463778737,1.4906988953086895,2.2659312863581746,3.578747547388754,0.14458644632717227,1,0
19,3,0.26448857058146014,0.05888484197753889,-0.1704693646905319,1.1016448492189606,1.920195140681529,3.1934558438950673,0.055157540147872455,0,1
19,4,1.7668879513209748,0.5891948370477225,-0.10379400252040741,0.9719332105422599,2.1571552948635184,3.430415998077058,0.1649014283794137,0,1
20,1,0.05113630079605927,0.651356778362184,-1.1666099193720207,-1.2828655325351632,1.652816831606579,2.7340442213456133,0.05250563588707207,1,0
20,2,0.6549461520561577,0.7166708275167826,-0.8622226966620712,-0.6607411075106938,1.8158888428845383,2.8971162326235724,0.09396981047069373,1,0
20,3,1.6538331017688295,0.15417632199075118,-0.9810874682161804,-1.2181986917754932,1.471480804899709,2.6148609032073553,0.32839355985724794,0,1
20,4,0.8392038646339343,1.1951062263897207,-0.7150896248031839,1.2611333062581755,2.6023586838518744,3.7457387821595223,0.019763278906027595,0,1
21,1,0.294670123747669,0.46188030727820634,1.3286101534780481,1.3365566347529199,2.1870194960306795,3.354466862352335,0.2006341230930632,1,0
21,2,0.835595171781231,0.9411774414757245,-0.18924767415121335,0.6787135086872039,2.2708030806611044,3.438250446982759,0.06387851123058631,1,0
21,3,0.4337506060864461,0.24620017986611573,0.2892780143766771,-0.09792852794945099,1.7320557173142461,2.8934728456964613,0.2047824413630641,0,1
21,4,1.0431344931313102,1.2824620275839274,-0.45561887156973013,0.4407782431719427,2.4005857913308413,3.5620029197130565,0.04696370207331607,0,1
22,1,0.8584475350407861,0.19208441046416636,-3.094125670318122,-0.2919675094220841,1.667832974845968,3.046087514996841,0.007053574091262997,1,0
22,2,1.3449055967035415,2.165108164118406,-0.0368350038209186,-3.037218510467712,1.937938399231501,3.3161929393823755,0.14217693897560366,1,0
22,3,2.7245223466511153,0.230411865376201,-0.35033236708591203,-0.23346959811734808,1.696248870997477,3.1669948986960805,0.4222689717157714,0,1
22,4,0.3878198612233228,0.4329945763178321,0.40317400953693927,1.208778927804927,2.136878266522886,3.607624294221489,0.03591616902897284,0,1
23,1,1.1806553916733697,1.1214430008310368,-0.366318094044503,-1.4419149923421326,1.8223399756050895,3.426486747821676,0.05856414367245736,1,0
23,2,1.7201674459320788,0.025393392511952266,-0.8417710858264876,-0.42345533261115637,1.5736793798289752,3.1778261520455615,0.10266824633969744,1,0
23,3,2.9298051224794293,0.47934697285623645,-1.3940058387394691,-3.947582762783308,1.1347233739842943,2.838948532915031,0.2901637878437611,0,1
23,4,2.184002631815967,0.23380302511544038,0.3701014842432132,0.23461367441088557,1.7999834412967477,3.504208600227486,0.21234880875218082,0,1
24,1,0.28300618950873035,0.6194800387503874,0.44583358216909064,-1.181122021231827,1.6606843177568673,3.0102663356393373,0.1413712670852149,1,0
24,2,1.2277362354869992,0.08721236771641651,-0.6927483046825289,0.34116087774012543,1.7584771901427716,3.108059208025242,0.09577023564815794,1,0
24,3,0.7965407291525717,0.7225814185645519,0.9064200466149703,-0.550884102470484,1.8437192109712575,3.224644560647753,0.2190217925660494,0,1
24,4,0.7391446573650072,0.40720057411254074,0.737007704611586,0.655969019364466,1.9813853483776835,3.362310698054178,0.1325593600784412,0,1
25,1,1.1273697953718356,2.095237663506287,-1.3935177586008713,-0.206629221041153,2.7127985118048143,4.041423623226365,0.006466565427986945,1,0
25,2,2.2361043512861722,0.38821460266140384,-0.5889317719356897,-0.3263830221319935,1.744129841119747,3.0727549525412967,0.3040837040457762,1,0
25,3,1.8668616998094416,0.18247343759495027,-0.4060622210741673,0.24877319580084775,1.7801809365297847,3.0928135744034884,0.24917781904903707,0,1
25,4,0.08680131506339958,0.10515961503810616,-1.917062417187255,-0.6823034298929673,1.5542637720458257,2.866896409919531,0.014569648899604834,0,1
26,1,0.8802555880242886,0.24472782972510237,0.832055398220146,-0.1754529853919284,1.7147209127023761,3.210031394240452,0.194514093921286,1,0
26,2,0.999358554114222,0.6286211539037763,0.9896521211182253,-1.363545052636333,1.6269582332651156,3.1222687148031913,0.30573834993885496,1,0
26,3,1.2153223700185984,1.2967638456216928,-0.28614818973013584,1.0053209842048951,2.585337562214973,3.9540174522711498,0.02767348639178399,0,1
26,4,0.1727106062158277,0.8115197970331856,0.7667747635481054,0.11148699796959835,2.047901937609965,3.416581827666142,0.08191296028088138,0,1
27,1,0.948309754001815,0.3705477957273559,0.8246577644922134,-0.2931549554034131,1.74367085807331,3.3228615174921408,0.18089807181516396,1,0
27,2,1.1939356469647884,1.4886580267880265,-0.007395489859720516,-1.2666416645166438,2.0418051593893844,3.6209958188082143,0.05543647493738157,1,0
27,3,1.8836594022435407,1.1037205714177543,2.410232628016281,0.9964034015660974,2.460785401891169,4.089025277293829,0.41523369196593174,0,1
27,4,0.4156050173290521,2.33838361284027,-2.117811289487028,0.01596858851234276,2.9641549303735784,4.592394805776241,0.0003775712884786471,0,1
28,1,0.3486134387967707,1.150640023839142,-0.6760997660921663,-0.3439585835007839,2.105736280680931,3.3617407989927606,0.023845162578633165,1,0
28,2,2.1011707624951925,0.5101335074929824,0.41811591506000934,1.0201419217654069,2.127720283453092,3.383724801764922,0.39322673099994937,1,0
28,3,1.3163673034959933,1.6920348715431521,-0.2583384706806486,0.8587846225248489,2.802065421261712,3.960478691530147,0.036913775296084986,0,1
28,4,0.02803094408639205,0.165199761183238,-1.2432200449096658,-2.407331201892179,1.2717368188101101,2.430150089078546,0.08112766839760246,0,1
29,1,1.1957187928270165,0.08855405160791037,0.5236044575968243,1.0075580969798366,1.9118727805083278,3.2433970995347927,0.23524752930225976,1,0
29,2,0.29458260221081634,0.8166355652438207,-0.3533703348145864,-0.9451085869346405,1.7968233818064683,3.128347700832933,0.05003016334079879,1,0
29,3,1.1520037688064282,1.0807885136123077,-0.5073282627756242,-0.17395200123827914,2.113727820574899,3.445171348997906,0.052695596936021105,0,1
29,4,1.87766084929897,0.40538832298690025,0.311763144384938,1.2319643508476639,2.1283406203042956,3.4597841487273016,0.23985984909128272,0,1
30,1,1.0434223721649563,1.9193416984224754,-0.19029070751585964,0.08656180378337129,2.6929995590188045,3.9348439806724693,0.025329327982165622,1,0
30,2,0.7789422711549172,1.2631719017366976,1.9393397113680226,0.10262181931821726,2.2901577527309778,3.5320021743846426,0.3660598569469605,1,0
30,3,0.3875425625862683,0.6146626193321542,-0.1342111365236271,-0.8075324690212787,1.7379810026552927,2.8990537326258305,0.13549684317621896,0,1
30,4,0.6245548185012737,2.154438658635785,-1.2073861423577228,0.27295260086977663,2.9233456758238185,4.084418405794355,0.005485214755516025,0,1
31,1,0.16347684432110385,0.850373776186231,0.7305072197425453,0.795734441851644,2.2525440115266373,3.5059334807026876,0.06745179451560251,1,0
31,2,0.7230527797624722,0.26803104930801847,0.31820954571563553,0.5437114671903369,1.886968731422488,3.1403582005985387,0.1623642079509472,1,0
31,3,1.5793829355097257,0.38660402455727555,-0.35792734450394903,-0.6777342773353427,1.6685153540466438,2.9484425319181797,0.2598047978419593,0,1
31,4,0.18664547943813425,0.26226036206501896,0.26348673495553543,0.882434766785465,1.965741320200795,3.24566849807233,0.06629770376563796,0,1
32,1,0.6875536848492914,0.3798146421508907,-0.9335817451373419,0.3237792294659725,1.887826305377962,3.045185136905469,0.06256797254200228,1,0
32,2,0.8309217998410997,1.5560939222868742,0.9490291601824071,1.0269414538646375,2.7659693779556407,3.9233282094831483,0.08193665113853398,1,0
32,3,0.38578391512821414,0.7902110777297343,1.521137522985257,1.9080011305202362,2.5498968586076445,3.780869132429134,0.09879357630460468,0,1
32,4,0.443469345369819,0.7972049208464875,1.3104763436009443,-0.28760824167181576,1.941285145721257,3.172257419542747,0.28636873456632356,0,1
33,1,0.1333230193950519,1.4038803433982392,-0.548348719976315,0.45579657400825535,2.4792216437811807,3.3484244518843784,0.03909269034317987,1,0
33,2,1.4286418454317311,2.5362114360532275,0.9997306700335357,0.6746532180246033,3.381720187567648,4.250922995670846,0.11042500803459562,1,0
33,3,0.7772817757058748,1.3584678499674832,-0.5090671061274842,-0.36590957655121303,2.2119583744511533,3.101304832306755,0.11761119220835972,0,1
33,4,0.10497214714505487,1.0284158876076708,0.7729184654358546,1.6359362691287365,2.615868083542291,3.5052145413978932,0.0964708343160626,0,1
34,1,0.8354586883933759,0.19060660952851957,1.7443507821001953,0.21050467617658297,1.7752916812718604,3.2433153739396894,0.4509242203144698,1,0
34,2,0.8111320522262022,2.0533701436128995,-0.37496150283236496,-0.851958659609742,2.4765035424026256,3.9445272350704537,0.013003735419036542,1,0
34,3,0.3653885028900141,0.05481909402289933,-0.21848187958753662,-1.071224230017375,1.461994712578324,2.827882997235557,0.11789159803470937,0,1
34,4,0.8348214184202893,1.320695900894162,-1.2426258505567207,-1.1079239225493733,1.9970747500499237,3.3629630347071586,0.02321722386350146,0,1
35,1,1.6793079177443253,0.17645682075224195,0.7026022741100795,1.1959414515242572,2.0009196234993514,3.5067880088182926,0.23945019556044864,1,0
35,2,0.45768977994411175,1.1693181445560976,-0.24987903233010653,0.1756529350180319,2.257563542085919,3.7634319274048598,0.01629662713359451,1,0
35,3,1.9296736320158356,0.5682545303816083,0.5704956465010477,-0.6068515377607148,1.7615730536962169,3.2998214541707385,0.36505510422551685,0,1
35,4,1.4943749488116351,2.4294704781448413,-0.7498112308592318,-1.185888117530751,2.6094294733273316,4.147677873801854,0.011573637851619184,0,1
36,1,0.39070412178949737,1.0602966125737416,-0.72828492577665,1.0271111675245082,2.443577243569087,3.3573393764409327,0.04123165727812332,1,0
36,2,0.25009137555022554,1.8645408786218547,0.624438105360113,1.4200581282836175,3.1381783419383362,4.0519404748101815,0.034539874180670824,1,0
36,3,0.8640132824628693,1.557655116700759,0.9001099291075111,0.3501410300810266,2.542585325175832,3.5485168818114676,0.1754934091798245,0,1
36,4,0.4321530753558305,0.5151955659322054,-0.4131946685962763,-0.8055415737909732,1.695717906395282,2.701649463030918,0.16669595435067194,0,1
37,1,0.4795475223465272,1.4529005121167615,1.3866110453745992,0.2503497403710445,2.446158526264558,3.9190874101207753,0.060398063970799075,1,0
37,2,1.1903868154452333,0.46882492659495556,0.6950777079204622,-0.8769166064367658,1.6612854261997752,3.1342143100559903,0.29589634486794525,1,0
37,3,1.6616343098633708,0.5695570942754151,0.5085541770738294,0.1820843211533451,1.9447818545040754,3.3872925037611905,0.25386120492172554,0,1
37,4,1.168126205078401,2.1152500500489686,-1.3029470664272949,-0.211104033448855,2.724880321216556,4.167390970473673,0.005320575098006848,0,1
38,1,0.4383188929579214,0.5865149615876848,-0.12982566130789827,-1.1755143568254545,1.6482093328708984,2.841805673038153,0.14561055772830026,1,0
38,2,0.29448889932970834,0.6352900801724541,0.48958053839932847,0.04360127161174245,1.9430767667248605,3.136673106892116,0.12990156656427537,1,0
38,3,1.1356144939986803,0.6946203079411796,0.12483886032277751,-0.17307023708072286,1.91941662236161,3.1033636562300395,0.22562088781874812,0,1
38,4,0.06446318705032159,1.7595623724345337,0.4323382652653009,0.23315469524859395,2.6353998863765575,3.8193469202449886,0.02510928437473943,0,1
39,1,2.1682551842756874,1.5322517546723464,0.9657923609982917,0.19478090056477296,2.4778978292889975,3.7216552772416147,0.37508728896779214,1,0
39,2,0.6313033576936012,0.07078919128208343,-1.1639715134981459,0.5783630636264587,1.803975211646954,3.047732659599571,0.036902832280494666,1,0
39,3,0.7578333140000252,0.2954446790736004,-2.1220599460079126,-1.9400599257991926,1.3928523278823681,2.5407773935659157,0.056546385677817716,0,1
39,4,0.6151211204546884,0.9738583044164006,-0.7256204725237736,-0.5111983733949721,1.9730188469540073,3.1209439126375544,0.062081965030519166,0,1
40,1,1.0263873218873623,0.5207760068909272,-0.2881359612563713,-0.020802840286869725,1.8730978166544063,3.274794244199191,0.08461573678026209,1,0
40,2,1.8325691786941434,1.9160774109107588,1.3166120135875807,1.1878053321564055,3.0879116445816455,4.4896080721264315,0.0830483060465723,1,0
40,3,0.5302054024415992,0.8764698703797761,-0.10025412897456701,0.7509087933605165,2.254619148707353,3.737497753167228,0.019266587023516534,0,1
40,4,1.998486879272157,0.40800966009685674,-0.10630702835395904,-1.906303766624028,1.4386633368311046,2.9215419412909807,0.42517997695733106,0,1
41,1,0.434320041823386,1.5289288120925826,-0.11328126968305424,-0.5967181104054955,2.242614649109814,3.253173810020737,0.08069117603004897,1,0
41,2,0.8553882080601003,0.9214894713788474,-0.34116143029733464,0.03821483248667099,2.085793215321984,3.0963523762329066,0.13394912981416868,1,0
41,3,0.6478982690008233,0.9829639119026865,-0.7857005426587049,-1.2274380620422445,1.808162651832562,2.821284000519433,0.11785266518691685,0,1
41,4,0.25745374924125863,1.663523779544967,1.1385182073491276,0.3276273595944998,2.6034418676565836,3.616563216343454,0.11134695451905098,0,1
42,1,0.752020531718191,1.4127045424665166,1.1470525874965547,-0.462026071363885,2.2153776303228936,3.3086289988927415,0.29478090910406957,1,0
42,2,1.2939206243697352,1.2317388016009034,-0.9303784630537489,-0.5048678798149909,2.1060753997542747,3.199326768324122,0.07898878676041061,1,0
42,3,0.43434337443830523,1.680686236093745,-0.9283567808583235,0.3609397066655627,2.625546388428674,3.621853779792556,0.018412967613711376,0,1
42,4,0.8840948194679028,0.5438675888250812,-1.0232467032476427,0.946932491179128,2.126193854719557,3.1225012460834387,0.07128042660479185,0,1
43,1,0.17508515140938352,0.8634568211056857,0.9497601808752402,1.168782464617744,2.3678017980091246,3.475785543462426,0.10130186340567145,1,0
43,2,0.9078057091615999,0.8475309035907942,0.2848100495992878,0.4638533263575933,2.159473391396158,3.2674571368494596,0.1644377445039215,1,0
43,3,0.49055947576165054,0.6372971434216866,-1.2643657317826122,-0.10114100422138744,1.9091949486035946,3.001585548973982,0.04018542862578257,0,1
43,4,0.20633000867804727,0.7914002023392542,0.9066134963235182,0.3415443037010645,2.0970741022174644,3.1894647025878515,0.1820890606677956,0,1
44,1,0.08380640773926239,0.5206987794541854,0.08649036540325485,0.675557355558773,2.0434087399126857,3.4952976130730473,0.029307514310044358,1,0
44,2,1.101951826175726,0.3089719814386107,0.6699034272611499,0.9541878891540659,2.0067499668371758,3.458638839997538,0.15644741868494744,1,0
44,3,0.376137192416481,1.2901118203918727,1.7342435581003268,-1.5968831412372595,1.8643594999423359,3.3889361014799655,0.20184020729238003,0,1
44,4,0.5229089613787465,0.7660262940608404,1.7120095131409265,-0.6234800723113978,1.8470163705122582,3.3715929720498874,0.23667794004095868,0,1
45,1,0.10203783122307612,0.8887157896275503,2.2655421634838415,1.6713870076391137,2.5373045667232783,3.8609954664141166,0.13285609825556835,1,0
45,2,0.1788523286185277,0.1462541324757036,1.1011402692240946,1.1565659783348377,1.9761179333433265,3.299808833034164,0.13755893512466702,1,0
45,3,1.5490860738230698,0.751664935723959,-0.8446641062632941,-1.3557889201158122,1.6794101304218996,3.0114069880896617,0.13208118250852513,0,1
45,4,0.10149653785708415,0.5357160194448006,1.4651152520822237,0.3617162649333267,1.9721879046563213,3.3041847623240836,0.17417334282649508,0,1
46,1,0.47062190461319653,1.0617443295328333,-0.9475350623494267,-0.46447759952877177,2.028661837706181,3.086114151508466,0.047722370963128265,1,0
46,2,1.0316660759670149,0.753844374012438,0.913041493514294,2.005143503081114,2.5576887825499997,3.6151410963522848,0.18659996827909206,1,0
46,3,0.6909913680626834,1.7454338018651474,0.34239243716673773,0.20811844298190238,2.6179020581358414,3.6726607506602345,0.0661239384931015,0,1
46,4,0.6649784939728465,1.0134967967863322,-0.22867122537952655,-1.0703457736224407,1.8581492723317328,2.9129079648561254,0.16632768889146152,0,1
47,1,1.5521198439482982,0.23136995924040976,-0.290706381281245,-2.421824719935552,1.2906092578923214,2.730157171143368,0.34738831642745066,1,0
47,2,0.6667315334671607,0.15628059827471616,-0.17022107532968966,-0.9052280713956854,1.530993147211373,2.9705410604624194,0.09996023317070514,1,0
47,3,0.964429695887593,0.011709643805544748,-0.014671297131566306,0.5986660161254512,1.7820433635702784,3.1280816441502814,0.14568541876487967,0,1
47,4,0.25885662587772,1.9974837055552628,-0.0106218574149019,1.1528775445580497,3.137670417942685,4.483708698522685,0.004800268683343229,0,1
48,1,1.0740289863803167,1.6689555945591097,-0.041285546343549404,-0.5340246108715828,2.3407837806462197,3.449532092417747,0.10009674484186028,1,0
48,2,0.35286440105771194,0.8198194963963796,0.8768436441091377,1.2382120945139017,2.362526000701964,3.471274312473492,0.11670125948643077,1,0
48,3,0.6110473462238912,0.7532496317974632,0.14825039650209632,-1.2797895051848203,1.696112249118331,2.8219768528410456,0.2497770400587589,0,1
48,4,0.31650736960079306,0.02133919289302424,-1.2948182863866782,1.0848210957011566,1.8982595407702654,3.02412414449298,0.029331600123215562,0,1
49,1,0.28192958990489,0.7662589297657183,-0.23948397387475454,1.9979148974417178,2.5633220541075588,3.357764335889735,0.06757136946157753,1,0
