market_ids,city_ids,quarter,product_ids,firm_ids,brand_ids,shares,prices,sugar,mushy,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,demand_instruments8,demand_instruments9,demand_instruments10,demand_instruments11,demand_instruments12,demand_instruments13,demand_instruments14,demand_instruments15,demand_instruments16,demand_instruments17,demand_instruments18,demand_instruments19
C01Q1,1,1,F2B08,2,8,0.0083477205,0.13228658,11,0,-0.1330807,0.043257066,-5.0997675,-0.10025888,-0.18935872,-0.027161497,-2.6032904,0.11134522,-0.39018927,0.27259667,1.6542992,0.030660822,-0.0030865364,0.078767984,0.05158133,0.14424248,0.11919806,0.096099272,0.11200605,0.10977463
C01Q1,1,1,F2B15,2,15,0.0065961854,0.11208285,4,1,-0.19041551,0.045827052,-3.0400167,-0.43661656,-0.21812624,-0.015747734,2.3654624,-0.64746923,-0.1874595,0.18504499,1.977362,-0.20077178,0.00088498852,0.08202705,0.039547221,-0.0075257445,0.11287734,0.080913897,0.1642727,0.069228118
C01Q1,1,1,F2B16,2,16,0.030117432,0.11526257,3,1,-0.18495797,0.048672392,-2.8331538,-0.31071233,-0.22050508,-0.017163139,3.5646472,-0.72233622,-0.21079227,0.21222199,2.3613546,-0.19477787,0.00036501559,0.075633426,0.14333387,0.096902842,0.076503842,0.074139957,0.11823151,0.091322432
C01Q1,1,1,F2B19,2,19,0.10004577,0.11087895,13,0,-0.16764678,0.040225175,-7.5866423,0.028385016,-0.12976818,-0.012347752,-2.0792255,0.032756389,-0.13213234,0.11782352,0.51526538,0.019924826,0.00043545699,0.054210493,0.020932223,0.093362734,0.10618059,0.078308392,0.062045937,0.070753093
C01Q1,1,1,F2B26,2,26,0.01323389,0.12810806,13,0,-0.15149117,0.042105124,-7.2004426,-0.00034490963,-0.14954289,-0.019459682,-2.6165238,0.05616024,-0.25003984,0.16080778,0.78611888,0.022763206,-0.00072724472,0.083027535,0.079080276,0.078624025,0.11946248,0.083168854,0.055775381,0.087140195
C01Q1,1,1,F2B28,2,28,0.023642543,0.17482731,16,1,-0.079155192,0.035821964,-11.571374,-0.76044913,-0.13260679,-0.028672617,-2.5134724,-0.23961334,-0.38301726,-0.062896912,-3.2263058,-0.38612054,0.019540659,0.13930289,0.1621359,0.14584539,0.076467097,0.13154096,0.11577373,0.13866838
C01Q1,1,1,F2B40,2,40,0.0086619583,0.13363731,10,0,-0.12694663,0.044390547,-4.4873761,-0.15676527,-0.20250685,-0.030327549,-2.1990962,0.13909796,-0.44874715,0.31185675,1.9017178,0.035749114,-0.0036370692,0.087759,0.02680265,0.10307544,0.12433731,0.097398186,0.075139429,0.099845938
C01Q1,1,1,F2B48,2,48,0.0026994805,0.14741729,3,0,-0.12835056,0.037396936,-1.8275243,-0.33532743,-0.21737558,-0.052053429,4.6485989,0.2808235,-0.85834212,0.33034519,2.7497731,0.036033076,0.0005110171,0.10995249,0.14365095,0.15149032,0.06193675,0.10125074,0.1099344,0.12234405
C01Q1,1,1,F3B06,3,6,0.018943045,0.10980325,20,1,-0.34684281,0.056172745,-25.851213,0.0071621296,0.075867789,0.0062567777,1.9031996,0.13057465,0.20008354,-0.37603381,-10.229893,-0.6538415,0.014027873,0.066897153,0.064538718,0.0068500875,0.063555755,0.065338083,0.10948877,0.072030579
C01Q1,1,1,F3B14,3,14,0.01084592,0.13695975,7,0,-0.11963341,0.046633916,-3.3813676,-0.28015309,-0.21917977,-0.037136193,0.20937238,0.20531465,-0.57605158,0.35797006,2.2703085,0.045870301,-0.0034014166,0.089844767,0.05477846,0.094751506,0.12332114,0.11980901,0.08244936,0.097960189
C01Q1,1,1,F4B02,4,2,0.0078498957,0.17512687,14,0,-0.13481588,0.034486533,-8.0409026,-0.11501204,-0.17696299,-0.054760356,-4.7258188,0.1323768,-0.88340043,0.21454362,0.56927301,0.032858183,0.0020129049,0.12390487,0.13063859,0.090391031,0.16388287,0.14522565,0.12121862,0.14873129
C01Q1,1,1,F4B10,4,10,0.00073173058,0.13566981,6,0,-0.11918368,0.047209473,-2.9955598,-0.29884733,-0.22080808,-0.036426046,1.2126472,0.21823864,-0.563586,0.36118544,2.3790586,0.046361293,-0.0034634682,0.1051799,0.059736302,0.10566219,0.15469016,0.097149851,0.11520472,0.10270571
C01Q1,1,1,F4B12,4,12,0.0094904768,0.13517243,12,0,-0.13871235,0.042378929,-5.9782154,-0.061297496,-0.17557597,-0.02659305,-2.8858272,0.092583649,-0.3777642,0.23017927,1.3056495,0.027649633,-0.0020908012,0.10978123,0.10031023,0.11459265,0.086086969,0.10004106,0.15867706,0.10021431
C01Q1,1,1,F6B18,6,18,0.046569943,0.14282341,0,0,-0.13210053,0.033116273,-3.1195474,-0.33978415,-0.21833343,-0.048824923,8.476799,0.32381288,-0.80183157,0.32359101,3.0404042,0.018107343,0.00041811483,0.10656472,0.2024518,0.10099441,0.093575516,0.10799953,0.049803091,0.10981747
C03Q1,3,1,F1B04,1,4,0.0025964546,0.080569674,2,1,-0.43771332,0.040374408,-1.4317327,-0.60055963,-0.29800195,-0.019181991,1.0202686,-0.33477286,-0.28669748,0.18834683,-0.94051446,0.13896997,0.0037489032,0.037036482,-0.042366821,0.088362272,0.042107696,0.047753287,0.088485645,0.040788658
C03Q1,3,1,F1B06,1,6,0.076962671,0.10581852,18,1,-0.38120008,0.035172943,-10.301349,-0.34508869,-0.11399588,-0.011964568,-2.052736,-0.11613873,-0.13709422,-0.036466381,-1.1892852,-0.12613063,0.013150331,0.062810218,0.072948678,0.020416191,0.072955316,0.07052227,0.016972292,0.066669887
C03Q1,3,1,F1B07,1,7,0.026424878,0.11992618,4,1,-0.43729988,0.039227422,-0.78619292,-0.58443334,-0.29583977,-0.036024606,0.23031705,-0.33533098,-0.56494824,0.20157563,-0.7637935,0.17502397,0.0076487945,0.077481778,0.15731365,0.093281668,0.062045739,0.079951282,0.103442,0.087992725
C03Q1,3,1,F1B09,1,9,0.0016031648,0.10178514,3,0,-0.49075309,0.034693866,1.1019301,-0.19138995,-0.30276328,-0.028206588,0.95062947,0.11743641,-0.43579654,0.39645894,-3.5267134,-0.25863503,0.0015932594,0.075834253,0.11170529,0.024780211,0.09409159,0.069269306,0.063190519,0.063569156
C03Q1,3,1,F1B11,1,11,0.0039515557,0.20151993,12,0,-0.43597468,0.076094076,-5.7653251,-0.21728044,-0.27562639,-0.075306873,-2.8165358,0.13206131,-1.2262299,0.3817658,4.8096219,-0.33911224,-0.04353153,0.16512278,0.21613547,0.16499814,0.1699672,0.17425513,0.14179463,0.15967379
C03Q1,3,1,F1B13,1,13,0.01240622,0.14597242,14,0,-0.42946936,0.049310567,-8.5460284,-0.22528789,-0.26101617,-0.044102742,-3.567482,0.12121939,-0.69324364,0.33299073,5.9637949,-0.28853368,-0.010105308,0.095598636,0.054338251,0.085267026,0.10084414,0.10483845,0.015105304,0.11053864
C03Q1,3,1,F1B17,1,17,0.0045836088,0.13725153,3,1,-0.44873679,0.03094353,-0.86081188,-0.5574986,-0.30399128,-0.044901341,0.68901454,-0.34867241,-0.71479676,0.21804585,-1.1649253,0.1939582,0.0082885287,0.085478241,0.10287337,0.13986713,0.10770225,0.083036669,0.10925308,0.10065205
C03Q1,3,1,F1B30,1,30,0.0061714342,0.12448752,4,0,-0.48429122,0.029375239,1.2116171,-0.19474521,-0.30078712,-0.038972074,0.54949182,0.11911491,-0.61619132,0.40372762,-2.8405467,-0.27308665,-0.004469449,0.080310011,0.019440688,0.068973935,0.091599559,0.084103192,0.062788577,0.081056824
C03Q1,3,1,F1B45,1,45,0.028987167,0.10138927,14,0,-0.42366154,0.030545859,-8.1271857,-0.21403298,-0.24647162,-0.022569169,-3.3261021,0.10618689,-0.33176963,0.28894094,5.0320288,-0.23615264,0.0068257681,0.091138819,0.044217696,0.053939192,-0.027699325,0.056256635,0.024665569,0.065320377
C03Q1,3,1,F2B05,2,5,0.024340213,0.10555494,1,0,-0.51833583,0.032112821,0.46083755,-0.22111553,-0.31114932,-0.030815391,1.8522383,0.12056271,-0.48100306,0.38901858,-4.9371687,-0.24987599,0.00050976425,0.059240449,-0.011046931,-0.012875379,0.097069947,0.069686212,0.052059407,0.07172956
C03Q1,3,1,F2B08,2,8,0.032212443,0.12446037,11,0,-0.43920759,0.040619372,-4.4385724,-0.19900396,-0.27032198,-0.035220177,-2.3227771,0.11708538,-0.54655708,0.35918422,3.6161175,-0.27956689,-0.0032557681,0.067339905,0.17654082,0.10166854,0.13486185,0.074078592,0.08867742,0.085953624
C03Q1,3,1,F2B15,2,15,0.003593023,0.10935875,4,1,-0.43558209,0.039846986,-0.8669426,-0.59296615,-0.29356298,-0.031201288,0.21362343,-0.33103204,-0.48463089,0.19452395,-0.69096112,0.16288866,0.007080395,0.086800373,0.040359136,0.10057029,0.088669623,0.091154203,0.10775823,0.069120509
C03Q1,3,1,F2B16,2,16,0.042790459,0.12619276,3,1,-0.44464962,0.035067759,-0.92715847,-0.56881939,-0.30211856,-0.039591918,0.67107169,-0.3448083,-0.62578945,0.21111358,-1.0779086,0.18264879,0.0077646712,0.085937081,0.13351095,0.067912306,0.093255861,0.079036664,0.11775858,0.082164235
C03Q1,3,1,F2B19,2,19,0.0050368716,0.11909179,13,0,-0.43142122,0.037966364,-6.9669799,-0.21221939,-0.25894264,-0.0313825,-3.0779824,0.11413266,-0.47998193,0.32563487,4.9272275,-0.26474623,0.00041208795,0.09636966,0.025486458,0.06305202,0.13506523,0.071137391,0.066836675,0.081743515
C03Q1,3,1,F2B26,2,26,0.022667208,0.11073154,13,0,-0.43059876,0.034687898,-6.9170492,-0.2097695,-0.25631785,-0.027437022,-3.0433685,0.11142581,-0.41394829,0.31743087,4.7868444,-0.25518339,0.0033726668,0.069590643,0.025543028,0.1147332,0.072641168,0.066672632,0.080029352,0.068023208
C03Q1,3,1,F2B28,2,28,0.054034478,0.14010658,16,1,-0.44397111,0.042092032,-8.2323542,-0.36007114,-0.20474895,-0.030969799,-3.2636946,-0.22403005,-0.45440091,0.095100744,1.167644,0.03602586,0.013430949,0.11785559,0.10843859,0.090663333,0.15817197,0.091663945,0.042282758,0.10167456
C03Q1,3,1,F2B40,2,40,0.0011440769,0.12712556,10,0,-0.4429066,0.041245277,-3.243353,-0.19341575,-0.27538653,-0.037103928,-1.9235995,0.11795435,-0.5792273,0.37303676,2.7964473,-0.28456175,-0.0049971593,0.10582557,0.11142225,0.1023324,0.1176449,0.083941339,0.22400685,0.091334267
C03Q1,3,1,F2B48,2,48,0.0022034835,0.14183291,3,0,-0.50068358,0.017041412,1.3392172,-0.21411885,-0.30617977,-0.04825504,0.99882499,0.12161021,-0.77379436,0.40364683,-3.7475723,-0.27347214,-0.0082355898,0.11523098,0.10151257,0.15997271,0.061389426,0.10136078,0.082016297,0.1053928
C03Q1,3,1,F3B06,3,6,0.0032430021,0.1455539,20,1,-0.38672278,0.039130242,-13.261802,-0.30454997,-0.14459311,-0.022859425,-3.0589259,-0.15238066,-0.30325908,0.014907334,-0.10157668,-0.067419137,0.017401401,0.12819004,0.15422519,0.1282262,0.12144846,0.11528739,0.13371386,0.11162394
C03Q1,3,1,F3B14,3,14,0.015988527,0.18011969,7,0,-0.46256221,0.039948717,0.27399879,-0.20146314,-0.29232056,-0.065811612,-0.64780404,0.12490425,-1.0672671,0.41170217,-0.28029806,-0.31310942,-0.028309331,0.13297087,0.13230707,0.11858519,0.19486437,0.1407528,0.079021224,0.1420346
C03Q1,3,1,F4B02,4,2,0.0081645114,0.1413346,14,0,-0.42915578,0.047092444,-8.5053567,-0.22454951,-0.25990138,-0.041715532,-3.54767,0.11989614,-0.65285065,0.32938501,5.8839435,-0.28359601,-0.0079099565,0.092370778,0.18535725,0.1147584,0.14983653,0.11400596,0.14307324,0.097922083
C03Q1,3,1,F4B10,4,10,0.0064367797,0.10202795,6,0,-0.46228866,0.034396921,0.19246372,-0.17272401,-0.28959141,-0.027053748,-0.31291128,0.11471203,-0.41419456,0.39246407,-0.85920124,-0.26727277,0.0025702411,0.064645438,0.072084756,0.066525104,0.080917129,0.064960751,-0.028529836,0.067180129
C03Q1,3,1,F4B12,4,12,0.027148813,0.082049328,12,0,-0.43196415,0.025200236,-5.5708701,-0.19117379,-0.25188212,-0.015340882,-2.5809802,0.10300849,-0.21434037,0.30274899,3.7981694,-0.22805416,0.01072024,0.026810971,0.1031273,0.018835956,0.065924889,0.049241046,-0.035396093000000003,0.05300236
C03Q1,3,1,F6B18,6,18,0.0021283961,0.1469524,0,0,-0.54602654,-0.010535145,-0.4007843,-0.26150703,-0.31738244,-0.052461749,2.3661611,0.12517885,-0.84777801,0.38388082,-5.5221084,-0.25226711,-0.0037620119,0.11138604,0.079431396,0.15580131,0.093473041,0.1066843,0.13006288,0.11308009
C04Q1,4,1,F1B04,1,4,0.0016148567,0.079872872,2,1,-0.10396531,-0.033961381,0.33633357,0.35400766,-0.15338005,0.012317854,5.527461,-0.74873768,0.30949009,-0.075543584,2.835091,-0.44894353,-0.019772097,0.054264605,-0.084773305,0.017140336,0.060050572,0.053931119,0.061682856,0.041779687
C04Q1,4,1,F1B06,1,6,0.013691136,0.13603003,18,1,-0.1924928,-0.048461719,-6.66085,0.31367123,-0.094892611,-0.018788344,-3.0572216,-0.30448464,-0.23757125,-0.10018411,-4.337205,-0.49570934,-0.011461009,0.1058273,0.11049531,0.16149457,0.037473224,0.091926421,0.1441752,0.095788249
C04Q1,4,1,F1B07,1,7,0.008068834,0.11667133,4,1,-0.12214779,-0.02720405,1.3571649,0.36894804,-0.14876163,-0.01908499,3.9758949,-0.7681619,-0.2579914,-0.079697702,1.8539844,-0.48053776,-0.012057059,0.066456301,0.044291876,0.065473752,0.066321724,0.080315368,0.018115755,0.094714461
C04Q1,4,1,F1B09,1,9,0.023214766,0.097505872,3,0,-0.10028295,-0.025581314,1.5947079,0.05300058,-0.15245464,-0.0042243831,4.7190368,0.080483873,0.0075856638,-0.054611398,0.12356049,0.054173677,-0.015962291,0.054498012,0.047138088,0.066487255,0.045493861,0.056120248,0.049857323,0.066258159
C04Q1,4,1,F1B11,1,11,0.10528046,0.14330366,12,0,-0.18218513,-0.037695418,-0.44406164,-0.016613568,-0.13226815,-0.034681503,-1.7090896,0.052901455,-0.52996632,-0.079701774,-0.68502549,0.044467481,-0.010199847,0.10427513,0.098049604,0.078438834,0.12745649,0.092723651,0.075579317,0.099833438
C04Q1,4,1,F1B13,1,13,0.10408432,0.1038031,14,0,-0.28809978,-0.015003879,-2.589116,-0.01475279,-0.094753388,-0.0067863702,-1.9896922,0.034741148,-0.040721274,-0.043829906,-0.45104141,0.038026458,-0.017021941,0.072834769,0.02765635,0.054629182,0.096779993,0.069887333,0.014828041,0.060425044
C04Q1,4,1,F1B17,1,17,0.027772503,0.12257928,3,1,-0.12132208,-0.025106226,0.95936956,0.30520594,-0.14920903,-0.024752119,5.0488625,-0.80814364,-0.361277,-0.073939112,2.3581052,-0.49281981,-0.010986384,0.074826784,0.092425335,0.063543345,0.12720951,0.10213575,0.037286441,0.081234937
C04Q1,4,1,F1B30,1,30,0.004942296,0.11775147,4,0,-0.11621055,-0.025489953,1.8728828,0.052190143,-0.14921302,-0.020214538,4.0377829,0.083272013,-0.27868022,-0.059771781,-0.0089711256,0.057654594,-0.013102162,0.096450194,-0.012012217,0.079533755,0.092318055,0.084026238,0.097596972,0.09206813
C04Q1,4,1,F1B45,1,45,0.022149116,0.1014659,14,0,-0.2946526,-0.013792708,-2.6363367,-0.014345201,-0.092444215,-0.0056611867,-1.9406531,0.033857056,-0.021689893,-0.040832723,-0.41879975,0.037334407,-0.017263072,0.056115008,0.045778908,0.092570876,0.036139532,0.050363034,0.080218004,0.0661288
C04Q1,4,1,F2B05,2,5,0.0086209933,0.12302415,1,0,-0.1057786,-0.023913864,0.82857871,0.13791164,-0.15127837,-0.025403975,6.9247665,0.11722675,-0.37308697,-0.054752489,1.2276029,0.084726993,-0.012268503,0.079660092,0.10083015,0.088808296,0.10758656,0.080436852,-0.023814296,0.088986087
C04Q1,4,1,F2B08,2,8,0.018973561,0.11396909,11,0,-0.18985725,-0.022805508,0.17230859,-0.015851774,-0.13069676,-0.015215102,-1.0298736,0.048204171,-0.18830138,-0.080999366,-0.60553616,0.042365381,-0.013243183,0.096316163,0.033850217,0.069346561,0.082819849,0.083530988,0.039522795,0.079712614
C04Q1,4,1,F2B15,2,15,0.0041348411,0.10343433,4,1,-0.11857896,-0.028705251,1.3035571,0.39817529,-0.1494755,-0.0079363622,3.839125,-0.7389786,-0.05694786,-0.083274554,1.8921889,-0.46988779,-0.014701715,0.076765218,0.0084372372,0.048624493,0.048915976,0.081081503,0.099971608,0.067829649
C04Q1,4,1,F2B16,2,16,0.023049213,0.13460786,3,1,-0.12429611,-0.021192878,0.96935888,0.27672509,-0.1484548,-0.036687061,5.1580674,-0.82886333,-0.57967333,-0.072697336,2.3506717,-0.5053766,-0.008400002,0.082350322,0.15610191,0.032179252,0.14338977,0.10287624,0.08158875,0.10248907
C04Q1,4,1,F2B19,2,19,0.0072402173,0.13521846,13,0,-0.20298926,-0.033327144,-1.2277599,-0.018460566,-0.12508896,-0.027338381,-2.1504285,0.048070226,-0.39862915,-0.07687157,-0.69307558,0.044125202,-0.01175064,0.11161868,0.055439318,0.14570794,0.06214387,0.10334114,0.0069439811,0.10341924
C04Q1,4,1,F2B26,2,26,0.046323408,0.12119156,13,0,-0.2209462,-0.025320045,-1.3066216,-0.017689222,-0.11924432,-0.017934572,-2.0054089,0.044140813,-0.23395928,-0.072956843,-0.65039273,0.042793645,-0.013595237,0.079097192,-0.0021248324,0.060058545,0.12816571,0.086675946,0.086718184,0.08748099
C04Q1,4,1,F2B28,2,28,0.0053877956,0.17149303,16,1,-0.15419309,-0.065423119,-3.9249706,0.40383502,-0.12219025,-0.043552035,-3.4755206,-0.46552556,-0.67027482,-0.12024765,-3.8542381,-0.53856861,-0.00045815118,0.13778949,0.19037937,0.16991713,0.13262129,0.13355084,0.13271179,0.1330264
C04Q1,4,1,F2B40,2,40,0.010260027,0.11676892,10,0,-0.17234036,-0.024766329,0.73561787,-0.013170234,-0.13604286,-0.017644725,-0.45737002,0.05206054,-0.23139756,-0.080564762,-0.59173613,0.042718855,-0.012768292,0.087561542,0.020931721,0.13730004,0.089512182,0.093058008,0.15200289,0.076931969
C04Q1,4,1,F2B48,2,48,0.010603424,0.12875397,3,0,-0.11569559,-0.024512177,1.6765946,0.087770979,-0.14924841,-0.029901038,5.0313494,0.098752986,-0.45366454,-0.058461577,0.38392543,0.069888748,-0.011433802,0.12373898,0.14314523,0.13668961,0.063869842,0.093805494,0.02571541,0.090618983
C04Q1,4,1,F3B06,3,6,0.013104239,0.13950752,20,1,-0.23269856,-0.050686103,-9.572154,0.29416143,-0.077228288,-0.016405737,-3.0550458,-0.24905753,-0.19141354,-0.063578982,-4.4648344,-0.43173107,-0.015172357,0.11536743,0.15742582,0.15654399,0.094912148,0.096108225,0.060744086,0.097022874
C04Q1,4,1,F3B14,3,14,0.14667307,0.095878635,7,0,-0.14027486,-0.019618402,1.7504548,-0.0015496643,-0.1445131,-0.00413021,1.502707,0.056676241,0.0062160876,-0.073273344,-0.43984669,0.041779795,-0.015075165,0.057698614,0.079904115,0.07596636,0.055222395,0.039512475,0.10185685,0.044885056
C04Q1,4,1,F4B02,4,2,0.014202919,0.14748958,14,0,-0.2069773,-0.040235854,-2.0789181,-0.019780579,-0.12288759,-0.034343866,-2.7074142,0.048533394,-0.52008086,-0.074113971,-0.75813449,0.045148696,-0.01084501,0.092059771,0.11263294,0.12195841,0.094279352,0.11205049,0.12057601,0.10714302
C04Q1,4,1,F4B10,4,10,0.017689694,0.091444638,6,0,-0.12784294,-0.020020364,1.8728918,0.0053406268,-0.14722395,-0.00093752632,2.2138588,0.059479116,0.063045391,-0.068702172,-0.36442893,0.042181389,-0.015767611,0.050231113,0.029663995,0.024613997,0.046074752,0.057529119,0.12646882,0.052697582
C04Q1,4,1,F4B12,4,12,0.02473704,0.10208255,12,0,-0.22727883,-0.01567994,-0.59731507,-0.016139213,-0.11847307,-0.0075036685,-1.4353241,0.041574607,-0.054152714,-0.074246284,-0.58325684,0.040783394,-0.014955566,0.053898929,0.067020911,0.10685075,0.036367753,0.074518604,0.090594197,0.060065885
C04Q1,4,1,F6B18,6,18,0.0067660463,0.15350795,0,0,-0.11871377,-0.012571423,0.12042034,0.22333879,-0.14874095,-0.056421689,8.3628485,0.15295027,-0.94165404,-0.060472414,2.4495309,0.11740195,-0.0060164569,0.12351689,0.1394442,0.13281094,0.13631945,0.1134928,0.14910583,0.12178156
C05Q1,5,1,F1B04,1,4,0.0016257596,0.10356386,2,1,0.50663902,-0.033542529,-2.6098928,-0.43349429,-0.38913766,-0.035235622,1.6754364,-0.5995434,-0.56397781,-0.27459761,1.8634221,-0.66735856,0.012425488,0.067181079,0.011670642,0.0095396659,0.0082992042,0.074268387,0.033425768,0.07141345
C05Q1,5,1,F1B06,1,6,0.034929121,0.10376182,18,1,0.75131103,-0.045233528,-3.5613497,-0.54490192,-0.13642007,-0.014413386,-2.4126291,-0.12649444,-0.18314049,-0.36263346,-6.9311467,-0.42137901,0.017912685,0.059857744,0.035803695,0.014510731,0.029251849,0.075613989,0.032204408,0.076228732
C05Q1,5,1,F1B07,1,7,0.0015876508,0.13983321,4,1,0.50376639,-0.053968093,-0.72844675,-0.51135407,-0.38526252,-0.060153671,0.3857286,-0.60989985,-1.0023095,-0.26680331,0.53482312,-0.6643145,0.020260825,0.11296426,0.10263499,0.14396399,0.16926351,0.10991328,0.094603067,0.11159853
C05Q1,5,1,F1B09,1,9,0.021592492,0.068478045,3,0,0.52139125,-0.021113919,-1.0918174,-0.013538838,-0.39002289,-0.016011771,0.59844233,0.063107301,-0.23554204,-0.17598263,-0.55513841,0.002777214,0.010639052,0.057455103,0.014250459,0.03756162,0.037839411,0.049643581,-0.005645009,0.028162119
C05Q1,5,1,F1B11,1,11,0.030860482,0.18041052,12,0,0.51506475,-0.054585707,4.5178735,0.044170523,-0.3584888,-0.077242011,-4.4083008,0.069347175,-1.2852277,-0.17564993,-2.3324686,-0.01252501,0.018176763,0.15305912,0.18062967,0.14013302,0.12352698,0.14592445,0.20994559,0.14080881
C05Q1,5,1,F1B13,1,13,0.01132459,0.14900863,14,0,0.53883294,-0.04269875,3.1357803,0.018228955,-0.31742664,-0.051530705,-4.5631518,0.0540033,-0.82987904,-0.17218464,-2.6393601,-0.029271435,0.019176168,0.11146403,0.073376631,0.15599907,0.1029005,0.12933965,0.12642479,0.11195188
C05Q1,5,1,F1B17,1,17,0.04187873,0.1102122,3,1,0.50300323,-0.037389458,-1.5930752,-0.46448999,-0.38629659,-0.039584474,0.97005485,-0.5923336,-0.64014041,-0.27178489,1.1577841,-0.65798713,0.013967164,0.077957865,0.10773337,0.073269564,0.030642994,0.06216381,0.051024071,0.057237927
C05Q1,5,1,F1B30,1,30,0.0056844845,0.11520627,4,0,0.52487223,-0.034762627,-0.27868441,0.0077272767,-0.39384379,-0.044568495,0.096423979,0.073563621,-0.73031689,-0.18330917,-0.70737016,0.0056788418,0.011173342,0.090145801,0.096513677,0.1150965,0.040965509,0.077615946,0.19171307,0.084738858
C05Q1,5,1,F1B45,1,45,0.010696717,0.13932531,14,0,0.54373629,-0.040701313,2.8517212,0.014780631,-0.31049828,-0.046100503,-4.42628,0.051609447,-0.73700227,-0.17078225,-2.6087318,-0.030650396,0.018155725,0.10530006,0.13162,-0.015139537,0.066707612,0.078914424,0.028899931,0.10182066
C05Q1,5,1,F2B05,2,5,0.022578514,0.12951589,1,0,0.54237838,-0.038143298,-3.7761378,-0.0011771536,-0.40652742,-0.055695873,2.2445934,0.084727626,-0.92753383,-0.20014604,0.20383514,0.012046508,0.011469565,0.079771704,0.04937124,0.060924653,0.13209865,0.10274724,0.054281082,0.08648948
